inv_pk,inv_type,inv_scancode,inv_name,inv_size,inv_receiptalias,inv_discontinued,pi1_description,pi2_description,brd_name,dpt_name,sib_baseprice,inv_lastreceived,inv_lastsold,del_ingredientList,Ingredient_1,Ingredient_2,Ingredient_3,Ingredient_4,Ingredient_5,Ingredient_6,Ingredient_7,Ingredient_8,Ingredient_9,Ingredient_10,Ingredient_11,Ingredient_12,Ingredient_13,Ingredient_14,Ingredient_15,Ingredient_16,Ingredient_17,Ingredient_18,Ingredient_19,Ingredient_20,Ingredient_21,Ingredient_22,Ingredient_23,Ingredient_24,Ingredient_25,Ingredient_26,Ingredient_27,Ingredient_28,Ingredient_29,Ingredient_30,Ingredient_31,Ingredient_32,Ingredient_33,Ingredient_34,Ingredient_35,Ingredient_36,Ingredient_37,Ingredient_38,Ingredient_39,Ingredient_40,Ingredient_41,Ingredient_42,Ingredient_43,Ingredient_44,Ingredient_45,Ingredient_46,Ingredient_47,Ingredient_48,Ingredient_49,Ingredient_50,Ingredient_51,Ingredient_52,Ingredient_53,Ingredient_54,Ingredient_55,Ingredient_56,Ingredient_57,Ingredient_58,Ingredient_59,Ingredient_60,Ingredient_61,Ingredient_62,Ingredient_63,Ingredient_64,Ingredient_65,Ingredient_66,Ingredient_67,Ingredient_68,Ingredient_69,Ingredient_70,Ingredient_71,Ingredient_72,Ingredient_73,Ingredient_74,Ingredient_75,Ingredient_76,Ingredient_77,Ingredient_78,Ingredient_79,Ingredient_80,Ingredient_81,Ingredient_82,Ingredient_83,Ingredient_84,Ingredient_85,Ingredient_86,Ingredient_87,Ingredient_88,Ingredient_89,Ingredient_90,Ingredient_91,Ingredient_92,Ingredient_93,Ingredient_94,Ingredient_95,Ingredient_96,Ingredient_97,Ingredient_98,Ingredient_99,Ingredient_100,Ingredient_101,Ingredient_102,Ingredient_103,Ingredient_104,Ingredient_105,Ingredient_106,Ingredient_107,Ingredient_108,Ingredient_109,Ingredient_110,Ingredient_111,Ingredient_112,Ingredient_113,Ingredient_114,Ingredient_115
45313,Stock Inventory     ,8.73E+11,Coconut Sugar OG              ,16 oz               ,"COCONUT BROWN SUGAR,OG2",1,SHELF STABLE SWEETENERS       ,SS SWEETENERS GRANULATED OTHER,Big Tree                      ,Packaged Grocery              ,5 39,10/15/18 0:00,1/30/19 12:20,CERTIFIED ORGANIC FAIR TRADE GRANULATED COCONUT BLOSSOM NECTAR,CERTIFIED ORGANIC FAIR TRADE GRANULATED COCONUT BLOSSOM NECTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45265,Stock Inventory     ,8.52E+11,Chips Kale Multigrain & Seed  ,5 oz                ,Chips Kale Mltgrn Sd            ,1,SHELF STABLE CHIPS PRETZELS SN,SS TORTILLA & CORN CHIPS      ,Lukes                         ,Packaged Grocery              ,3 99,9/26/18 0:00,12/26/18 13:26,"LUKE'S ORGANIC GRAIN & SEED BLEND (CORN, BROWN RICE, MILLET, QUINOA, AMARANTH), LUKE'S ORGANIC OIL BLEND (SUNFLOWER, SAFFLOWER AND/OR RED PALM OLEIN), ORGANIC KALE, SEA SALT",LUKE'S ORGANIC GRAIN & SEED BLEND (CORN, BROWN RICE, MILLET, QUINOA, AMARANTH), LUKE'S ORGANIC OIL BLEND (SUNFLOWER, SAFFLOWER AND/OR RED PALM OLEIN), ORGANIC KALE, SEA SALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45319,Stock Inventory     ,79746007031,Cookies Oatmeal Raisin        ,14 oz               ,Cookies Oatml Rsin              ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Matt's Cookies                ,Packaged Grocery              ,5 39,6/6/18 0:00,10/15/18 16:43,OATS,OATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45271,Stock Inventory     ,8.57E+11,Almond Butter Dark Chocolate Cups,3 2 oz ,UNR Cups Alm Btr Dk Choc 3 2OZ,0,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Unreal                        ,Packaged Grocery              ,6 79,12/29/24 0:00,2/8/25 17:10,"Dark Chocolate (Chocolate Liquor++, Cane Sugar++, Cocoa Butter++, Organic Blue Agave Inulin, Sunflower Lecithin, Vanilla), Almonds, Organic Cane Sugar++, Organic Palm Oil**, Organic Blue Agave Inulin, Organic Coconut Flour, Sea Salt, Sunflower Lecithin ",Dark Chocolate (Chocolate Liquor++, Cane Sugar++, Cocoa Butter++, Organic Blue Agave Inulin, Sunflower Lecithin, Vanilla), Almonds, Organic Cane Sugar++, Organic Palm Oil**, Organic Blue Agave Inulin, Organic Coconut Flour, Sea Salt, Sunflower Lecithin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45318,Stock Inventory     ,79746007017,Cookies Chocolate Chip        ,14 oz               ,Cookies Choc Chip               ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Matt's Cookies                ,Packaged Grocery              ,5 39,6/13/18 0:00,7/30/18 15:49,UNBLEACHED WHEAT FLOUR,UNBLEACHED WHEAT FLOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45244,Stock Inventory     ,8.57E+11,Cookies Halfmoon 3pk          ,8 oz                ,Cookies Halfmoon 3pk            ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,The Cookie Connection         ,Packaged Grocery              ,7 59,9/19/17 0:00,3/11/18 18:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45317,Stock Inventory     ,73416533400,Rice Thai White Jasmine OG    ,8 oz ,LF Rice Thai White Jasm 8OZ,1,SHELF STABLE BEANS GRAINS & RI,SS RICE DRY                   ,Lundberg Farms                ,Packaged Grocery              ,4 99,4/6/23 0:00,7/23/23 13:37,"WATER, +ORGANIC WHITE JASMINE RICE ",WATER, +ORGANIC WHITE JASMINE RICE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45269,Stock Inventory     ,8.56E+11,Dark Chocolate Crispy Quinoa Gems,6 oz ,UNR Gems DkChc Crsp Qnoa 6OZ,0,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Unreal                        ,Packaged Grocery              ,6 79,2/5/25 0:00,2/9/25 14:45,"DARK CHOCOLATE (CHOCOLATE LIQUOR++, CANE SUGAR++, COCOA BUTTER++, VANILLA), ORGANIC CANE SUGAR++, ORGANIC QUINOA CRISP, GUM ACACIA, COLORED WITH (BEET JUICE, SPIRULINA EXTRACT), ORGANIC TAPIOCA SYRUP, CARNAUBA WAX ",DARK CHOCOLATE (CHOCOLATE LIQUOR++, CANE SUGAR++, COCOA BUTTER++, VANILLA), ORGANIC CANE SUGAR++, ORGANIC QUINOA CRISP, GUM ACACIA, COLORED WITH (BEET JUICE, SPIRULINA EXTRACT), ORGANIC TAPIOCA SYRUP, CARNAUBA WAX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45316,Stock Inventory     ,73416533202,Rice Thai Red Jasmine OG      ,8 oz                ,Rice Thai Red Jasm              ,1,SHELF STABLE BEANS GRAINS & RI,SS RICE DRY                   ,Lundberg Farms                ,Packaged Grocery              ,3 49,7/22/19 0:00,8/18/19 16:43,"WATER, ORGANIC BROWN JASMINE RICE* ",WATER, ORGANIC BROWN JASMINE RICE* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45268,Stock Inventory     ,8.57E+11,Dark Chocolate Peanuts Gems,6 oz ,UNR Gems DrkChoc Pnts 6OZ,0,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Unreal                        ,Packaged Grocery              ,6 79,1/30/25 0:00,2/5/25 12:59,"Dark Chocolate (Chocolate Liquor++, Cane Sugar++, Cocoa Butter++, Vanilla), Roasted Peanuts (Peanuts, Peanut Oil), Organic Cane Sugar++, Gum Acacia, Colored With (Beet Juice, Spirulina Extract), Organic Tapioca Syrup, Carnauba Wax ",Dark Chocolate (Chocolate Liquor++, Cane Sugar++, Cocoa Butter++, Vanilla), Roasted Peanuts (Peanuts, Peanut Oil), Organic Cane Sugar++, Gum Acacia, Colored With (Beet Juice, Spirulina Extract), Organic Tapioca Syrup, Carnauba Wax ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45323,Stock Inventory     ,58449160021,Biscuits Blueberry Chia OG    ,7 oz                ,Biscuits Blbery Chia            ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Nature's Path                 ,Packaged Grocery              ,5 29,7/2/18 0:00,10/20/18 16:45,"WHOLE GRAIN ROLLED OATS*, WHEAT FLOUR*, SUNFLOWER OIL*, WHOLE WHEAT FLOUR*, INVERT CANE SYRUP*, CANE SUGAR*, CHIA SEEDS*, DRIED BLUEBERRIES* (WILD BLUEBERRIES*, APPLE JUICE CONCENTRATE*, SUNFLOWER OIL*), ANCIENT GRAIN BLEND* (KAMUT KHORASAN WHEAT*, QUINOA*, AMARANTH*), BLUEBERRY FLAVOR*, BUTTER FLAVOR* (MILK), LEAVENING (SODIUM BICARBONATE, AMMONIUM BICARBONATE), SEA SALT, SUNFLOWER LECITHIN ",WHOLE GRAIN ROLLED OATS*, WHEAT FLOUR*, SUNFLOWER OIL*, WHOLE WHEAT FLOUR*, INVERT CANE SYRUP*, CANE SUGAR*, CHIA SEEDS*, DRIED BLUEBERRIES* (WILD BLUEBERRIES*, APPLE JUICE CONCENTRATE*, SUNFLOWER OIL*), ANCIENT GRAIN BLEND* (KAMUT KHORASAN WHEAT*, QUINOA*, AMARANTH*), BLUEBERRY FLAVOR*, BUTTER FLAVOR* (MILK), LEAVENING (SODIUM BICARBONATE, AMMONIUM BICARBONATE), SEA SALT, SUNFLOWER LECITHIN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45088,Stock Inventory     ,47445960131,Tea Reishi Matcha OG          ,16 ct ,Tea Reishi Matcha               ,1,SHELF STABLE TEA              ,SS TEA BAGS GREEN & WHITE     ,Choice Organic Teas           ,Packaged Grocery              ,5 39,11/19/18 0:00,2/3/19 19:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45170,Stock Inventory     ,70734535796,Herb Tea Sangria Zinger Decaff,20 ct ,Herb Tea Sngria Zngr            ,1,SHELF STABLE TEA              ,SS TEA BAGS HERBAL            ,Celestial Seasonings          ,Packaged Grocery              ,3 99,5/13/20 0:00,6/28/20 9:49,HIBISCUS,HIBISCUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45220,Stock Inventory     ,8.99E+11,Bar Infinity Protein Health   ,2 3 oz              ,Bar Infnty Prtn Hlth            ,1,FOOD SUPPLEMENTS              ,SUPPLEMENTS GREEN FOOD        ,Billy's                       ,Packaged Grocery              ,4 59,9/15/17 0:00,3/7/18 16:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45173,Stock Inventory     ,8.59E+11,Waffle Thins Cheddar Parmesan ,5 oz                ,Waffle Thns ChdrPrmn            ,1,SHELF STABLE CRACKERS & CRISPB,SS CRACKERS SNACK & SANDWICH  ,Julian's Recipe               ,Packaged Grocery              ,4 19,4/23/18 0:00,7/9/18 13:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45122,Stock Inventory     ,8.60E+11,Bar Dark Choc Peanut Butter OG,1 5 oz ,OCH Bar Dark Choc PB 1 5OZ,1,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Ocho                          ,Packaged Grocery              ,1 99,7/8/21 0:00,10/18/21 13:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45121,Stock Inventory     ,8.98E+11,Patties Honey Choc Almond     ,1 16 oz             ,Pats Hny Chc Almnd              ,1,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Heavenly Organics             ,Packaged Grocery              ,1 49,2/28/18 0:00,4/24/19 16:44,"RAW ORGANIC WHITE HONEY*, UNSWEETENED ORGANIC DARK CHOCOLATE*, NATURAL ALMOND FLAVOR",RAW ORGANIC WHITE HONEY*, UNSWEETENED ORGANIC DARK CHOCOLATE*, NATURAL ALMOND FLAVOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45178,Stock Inventory     ,6.06E+11,Real Stick Turkey Honey Mustrd,1 oz ,VS& Real Stck Trk HnyMst 1OZ,1,SHELF STABLE JERKY & MEAT SNAC,SS MEAT SNACKS OTHER          ,Vermont Smoke & Cure          ,Meat                          ,1 99,9/23/21 0:00,1/6/22 13:30,"TURKEY, HONEY POWDER, SEA SALT, LESS THAN 2% OF: GROUND MUSTARD, CHERRY POWDER, CELERY POWDER, SUGAR, SPICES, LACTIC ACID STARTER CULTURE (NOT FROM MILK)  ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ",TURKEY, HONEY POWDER, SEA SALT, LESS THAN 2% OF: GROUND MUSTARD, CHERRY POWDER, CELERY POWDER, SUGAR, SPICES, LACTIC ACID STARTER CULTURE (NOT FROM MILK)  ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45177,Stock Inventory     ,6.06E+11,Real Stick Turkey Pepperoni   ,1 oz ,VS& Real Stick Trky Ppni 1OZ,0,SHELF STABLE JERKY & MEAT SNAC,SS MEAT SNACKS OTHER          ,Vermont Smoke & Cure          ,Meat                          ,1 99,2/6/25 0:00,2/8/25 17:45,"TURKEY, SEA SALT, LESS THAN 2% OF: SPICES, SUGAR, PAPRIKA, CELERY POWDER, CHERRY POWDER, SPICE EXTRACTIVES, GARLIC POWDER, LACTIC ACID STARTER CULTURE (NOT FROM MILK), ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ",TURKEY, SEA SALT, LESS THAN 2% OF: SPICES, SUGAR, PAPRIKA, CELERY POWDER, CHERRY POWDER, SPICE EXTRACTIVES, GARLIC POWDER, LACTIC ACID STARTER CULTURE (NOT FROM MILK), ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45125,Stock Inventory     ,8.57E+11,Cashews Roasted Unsalted OG   ,8 oz                ,Cashews Rstd Unsltd             ,1,SHELF STABLE NUTS & TRAIL MIX ,SS NUTS                       ,Tierra Farm                   ,Packaged Grocery              ,7 19,8/24/17 0:00,12/7/17 8:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45183,Stock Inventory     ,71537020250,Sparkling Water RubyRed Grpfrt,33 8 fl oz ,PS SparkWtr RbyRdGrpfrt 33 8FZ,0,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,Polar Seltzer                 ,Packaged Grocery              ,1 29,1/30/25 0:00,2/10/25 18:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45107,Stock Inventory     ,8.54E+11,Cookies Snicker Doodle Bag GF ,8 oz                ,"COOKIES,SNICKERDOODLE,BA",1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Wow Baking                    ,Packaged Grocery              ,6 39,8/23/17 22:57,12/20/17 20:57,"INGREDIENTS GLUTEN FREE FLOUR (BROWN RICE, SWEET RICE, TAPIOCA)",INGREDIENTS GLUTEN FREE FLOUR (BROWN RICE, SWEET RICE, TAPIOCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45214,Stock Inventory     ,8.10E+11,Candy Corn OG                 ,10 /  7 oz ,YUM Candy Corn OG 10PK,1,SHELF STABLE CANDY            ,SS CANDY NON CHOCOLATE        ,YumEarth                      ,Packaged Grocery              ,7 29,9/27/21 0:00,12/12/21 17:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45087,Stock Inventory     ,47445960148,Tea Reishi Detox OG           ,16 ct ,Tea Reishi Detox OG             ,1,SHELF STABLE TEA              ,SS TEA BAGS WELLNESS          ,Choice Organic Teas           ,Packaged Grocery              ,5 39,6/5/19 0:00,10/21/19 17:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45186,Stock Inventory     ,71537020380,Seltzer Georgia Peach,33 8 fl oz ,PS Seltzer Georgia Peach 33 8FZ,0,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,Polar Seltzer                 ,Packaged Grocery              ,1 29,2/6/25 0:00,2/1/25 14:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45185,Stock Inventory     ,71537020885,Seltzer Toasted Cocont,33 8 fl oz ,PS Seltzer Tstd Ccnut 33 8FZ,1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,Polar Seltzer                 ,Packaged Grocery              ,1 19,6/16/22 0:00,7/25/22 15:50,CONTAINS CARBONATED WATER,CONTAINS CARBONATED WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45184,Stock Inventory     ,71537020403,Seltzer Blueberry Limonade,33 8 fl oz ,PS Seltzer Blubry Lmnd 33 8FZ,0,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,Polar Seltzer                 ,Packaged Grocery              ,1 29,1/30/25 0:00,2/7/25 15:29,CARBONATED WATER,CARBONATED WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45114,Stock Inventory     ,8.58E+11,Banana Bite Original OG       ,1 4 oz              ,Banana Bite Originl             ,1,SHELF STABLE NUTS & TRAIL MIX ,SS FRUITS DRIED               ,Barnana                       ,Packaged Grocery              ,2 19,9/5/18 0:00,4/24/19 12:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45113,Stock Inventory     ,8.58E+11,Banana Bite Coconut OG        ,1 4 oz              ,Banana Bite Coconut             ,1,SHELF STABLE NUTS & TRAIL MIX ,SS FRUITS DRIED               ,Barnana                       ,Packaged Grocery              ,2 19,10/14/17 6:42,7/22/18 11:40,BANANASA1,BANANASA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45112,Stock Inventory     ,8.58E+11,Banana Bite Chocolate OG      ,1 4 oz              ,"BAN BITES,OG2,CHOC CHEWY",1,SHELF STABLE NUTS & TRAIL MIX ,SS FRUITS DRIED               ,Barnana                       ,Packaged Grocery              ,2 19,8/27/18 0:00,9/30/18 13:46,"ORGANIC DARK CHOCOLATE (ORGANIC DRIED CANE SYRUP, ORGANIC CACAO MASS, ORGANIC CACAO BUTTER, ORGANIC SOY LECITHIN, ORGANIC BANANAS, ORGANIC DRIED CANE SYRUP ORGANIC TAPIOCA SYRUP, ORGANIC GUM ARABIC, NATURAL GLAZE ",ORGANIC DARK CHOCOLATE (ORGANIC DRIED CANE SYRUP, ORGANIC CACAO MASS, ORGANIC CACAO BUTTER, ORGANIC SOY LECITHIN, ORGANIC BANANAS, ORGANIC DRIED CANE SYRUP ORGANIC TAPIOCA SYRUP, ORGANIC GUM ARABIC, NATURAL GLAZE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45118,Stock Inventory     ,8.98E+11,Patties Honey Choc Mint       ,1 16 oz             ,"HONEY PATTIE,OG2,CHC MNT",1,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Heavenly Organics             ,Packaged Grocery              ,1 49,4/5/18 18:04,11/7/18 19:48,"RAW ORGANIC WHITE HONEY*, UNSWEETENED ORGANIC DARK CHOCOLATE*, NATURAL PEPPERMINT OIL",RAW ORGANIC WHITE HONEY*, UNSWEETENED ORGANIC DARK CHOCOLATE*, NATURAL PEPPERMINT OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45117,Stock Inventory     ,8.98E+11,Patties Honey Choc Double Dark,1 16 oz             ,Pats Hny Choc DbDrk             ,1,SHELF STABLE CANDY            ,SS CANDY CHOCOLATE            ,Heavenly Organics             ,Packaged Grocery              ,1 49,4/5/18 18:04,12/15/18 16:28,"RAW ORGANIC WHITE HONEY*, UNSWEETENED ORGANIC DARK CHOCOLATE*",RAW ORGANIC WHITE HONEY*, UNSWEETENED ORGANIC DARK CHOCOLATE*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45219,Stock Inventory     ,71537020199,Seltzer Cherry Pomegranate,33 8 fl oz ,PS Seltzer Cherry Pome 33 8FZ,1,SHELF STABLE WATER            ,SS WATER SPARKLING FLAVORED   ,Polar Seltzer                 ,Packaged Grocery              ,1 19,8/6/20 0:00,8/26/23 17:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44729,Stock Inventory     ,8.43E+11,Chocolate Chips White RiceMilk,7 oz                ,"WHT BKNG CHP,OG2,RCE PWD",1,SHELF STABLE BAKING MIX & INGR,SS BAKING INGREDIENTS         ,Pascha                        ,Packaged Grocery              ,8 19,12/12/17 0:00,8/2/18 14:12,ORGANIC COCOA BUTTER*,ORGANIC COCOA BUTTER*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44755,Stock Inventory     ,8.58E+11,Tea Guayusa Lime Zero OG      ,14 fl oz            ,Tea Guayusa Lime Z              ,1,SHELF STABLE TEA & COFFEE RTD ,SS TEA RTD                    ,Runa                          ,Packaged Grocery              ,2 39,6/6/18 0:00,8/14/18 13:16,"Brewed Organic Guayusa (Purified Water and Organic Guayusa Leaves**), Organic Lime Juice Concentrate, Organic Lime Extract, Natural Flavor, Vitamin C (Ascorbic Acid) 
**Organic & Fair Trade Certified ",Brewed Organic Guayusa (Purified Water and Organic Guayusa Leaves**), Organic Lime Juice Concentrate, Organic Lime Extract, Natural Flavor, Vitamin C (Ascorbic Acid) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44728,Stock Inventory     ,8.43E+11,Chocolate Chips Rice Milk     ,7 oz                ,"BAKING CHIP,OG2,CHOC,RIC",1,SHELF STABLE BAKING MIX & INGR,SS BAKING INGREDIENTS         ,Pascha                        ,Packaged Grocery              ,8 19,12/5/17 20:00,9/26/18 14:55,ORGANIC CANE SUGAR,ORGANIC CANE SUGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
