inv_pk,inv_type,inv_scancode,inv_name,inv_size,inv_receiptalias,inv_discontinued,pi1_description,pi2_description,brd_name,dpt_name,sib_baseprice,inv_lastreceived,inv_lastsold,del_ingredientList,Ingredient_1,Ingredient_2,Ingredient_3,Ingredient_4,Ingredient_5,Ingredient_6,Ingredient_7,Ingredient_8,Ingredient_9,Ingredient_10,Ingredient_11,Ingredient_12,Ingredient_13,Ingredient_14,Ingredient_15,Ingredient_16,Ingredient_17,Ingredient_18,Ingredient_19,Ingredient_20,Ingredient_21,Ingredient_22,Ingredient_23,Ingredient_24,Ingredient_25,Ingredient_26,Ingredient_27,Ingredient_28,Ingredient_29,Ingredient_30,Ingredient_31,Ingredient_32,Ingredient_33,Ingredient_34,Ingredient_35,Ingredient_36,Ingredient_37,Ingredient_38,Ingredient_39,Ingredient_40,Ingredient_41,Ingredient_42,Ingredient_43,Ingredient_44,Ingredient_45,Ingredient_46,Ingredient_47,Ingredient_48,Ingredient_49,Ingredient_50,Ingredient_51,Ingredient_52,Ingredient_53,Ingredient_54,Ingredient_55,Ingredient_56,Ingredient_57,Ingredient_58,Ingredient_59,Ingredient_60,Ingredient_61,Ingredient_62,Ingredient_63,Ingredient_64,Ingredient_65,Ingredient_66,Ingredient_67,Ingredient_68,Ingredient_69,Ingredient_70,Ingredient_71,Ingredient_72,Ingredient_73,Ingredient_74,Ingredient_75,Ingredient_76,Ingredient_77,Ingredient_78,Ingredient_79,Ingredient_80,Ingredient_81,Ingredient_82,Ingredient_83,Ingredient_84,Ingredient_85,Ingredient_86,Ingredient_87,Ingredient_88,Ingredient_89,Ingredient_90,Ingredient_91,Ingredient_92,Ingredient_93,Ingredient_94,Ingredient_95,Ingredient_96,Ingredient_97,Ingredient_98,Ingredient_99,Ingredient_100,Ingredient_101,Ingredient_102,Ingredient_103,Ingredient_104,Ingredient_105,Ingredient_106,Ingredient_107,Ingredient_108,Ingredient_109,Ingredient_110,Ingredient_111,Ingredient_112,Ingredient_113,Ingredient_114,Ingredient_115
37312,Stock Inventory     ,11172,Cook Eat Feel Healthy America ,1 ct ,Cook Eat Feel Healthy America   ,1,OTHER (MISCELLANEOUS BASE-CODE,Books                         ,Cooking with Phil             ,Mercantile                    ,19 99,2/5/15 0:00,2/8/17 15:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43576,Stock Inventory,12511530129,Candy Delish Fish OG,2 oz ,WS Candy Delish Fish OG 2OZ,1,SHELF STABLE CANDY            ,SS CANDY NON CHOCOLATE        ,Wholesome Sweeteners          ,Packaged Grocery              ,1 99,6/14/21 15:56,7/27/21 11:20,"ORGANIC CANE SUGAR*, ORGANIC TAPIOCA SYRUP, ORGANIC APPLE JUICE (WATER, ORGANIC APPLE JUICE CONCENTRATE), ORGANIC AGAVE POWDER (ORGANIC AGAVE, ORGANIC CORN MALTODEXTRIN), NATIVE STARCH BLEND (ORGANIC TAPIOCA STARCH, CORN STARCH), ORGANIC TAPIOCA DEXTROSE, NATURAL RASPBERRY FLAVOR, CITRIC ACID, COLORED WITH VEGETABLE EXTRACT (ORGANIC BLACK CARROT), SODIUM CITRATE, ORGANIC SUNFLOWER OIL, ORGANIC CARNAUBA WAX ",ORGANIC CANE SUGAR*, ORGANIC TAPIOCA SYRUP, ORGANIC APPLE JUICE (WATER, ORGANIC APPLE JUICE CONCENTRATE), ORGANIC AGAVE POWDER (ORGANIC AGAVE, ORGANIC CORN MALTODEXTRIN), NATIVE STARCH BLEND (ORGANIC TAPIOCA STARCH, CORN STARCH), ORGANIC TAPIOCA DEXTROSE, NATURAL RASPBERRY FLAVOR, CITRIC ACID, COLORED WITH VEGETABLE EXTRACT (ORGANIC BLACK CARROT), SODIUM CITRATE, ORGANIC SUNFLOWER OIL, ORGANIC CARNAUBA WAX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43746,Stock Inventory,23923300347,Winter Squash OG              ,4 oz ,EB Winter Squash OG 4OZ,0,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 5,5/22/24 0:00,8/6/24 15:25,ORGANIC WINTER SQUASH ,ORGANIC WINTER SQUASH ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43747,Stock Inventory,23923300316,Sweet Potatoes OG             ,4 oz                ,"BABY FD,OG2,SWT POT,ST 1",1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 5,8/24/20 16:47,2/22/21 17:11,"ORGANIC SWEET POTATOES, WATER ",ORGANIC SWEET POTATOES, WATER ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43748,Stock Inventory,23923300378,Spinach & Potatoes OG         ,4 oz                ,Spinach & Potatoes OG,1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 29,6/4/18 0:00,1/11/20 12:54,"WATER, ORGANIC SPINACH, ORGANIC POTATOES, ORGANIC CARROTS, ORGANIC BARLEY FLOUR, ORGANIC BROWN RICE ",WATER, ORGANIC SPINACH, ORGANIC POTATOES, ORGANIC CARROTS, ORGANIC BARLEY FLOUR, ORGANIC BROWN RICE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43749,Stock Inventory,23923330351,Pouch Swt Potato & Beet       ,3 5 oz              ,"POUCH,OG2,SWT POT,BEET",1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 66,5/3/18 0:00,12/29/18 12:39,ORGANIC SWEET POTATO,ORGANIC SWEET POTATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43750,Stock Inventory,23923330344,Pouch Squash & Sweet Pea,3 5 oz ,EB Pouch Squash & Swt Pea 3 5OZ,0,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,2 59,5/30/24 0:00,10/6/24 10:19,ORGANIC BUTTERNUT SQUASH PUREE,ORGANIC BUTTERNUT SQUASH PUREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43751,Stock Inventory,23923330337,Pouch Pumpkin & Spin          ,3 5 oz              ,Pouch Pumpkin & Spin,1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 66,7/26/18 0:00,12/29/18 12:39,ORGANIC PUMPKIN PUREE,ORGANIC PUMPKIN PUREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43752,Stock Inventory,23923300323,Peas & Brown Rice OG          ,4 oz                ,Peas & Brown Rice OG,1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 29,6/20/18 0:00,1/27/19 16:58,"ORGANIC PEAS, WATER, ORGANIC BROWN RICE ",ORGANIC PEAS, WATER, ORGANIC BROWN RICE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43753,Stock Inventory,23923300354,Corn & Butternut Squash OG,4 oz ,EB Corn & Buttrnt Squash OG 4OZ,1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 5,8/9/21 0:00,11/23/21 13:40,ORGANIC CORN,ORGANIC CORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43755,Stock Inventory,23923200210,Stage 2 Pears & Mangos        ,4 oz ,EB Stage 2 Pears & Mangos 4OZ,1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 5,8/9/21 0:00,1/16/22 15:47,ORGANIC PEAR PUREE,ORGANIC PEAR PUREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43756,Stock Inventory,23923200227,Stage 2 Banana Peach Raspberry,4 oz                ,Stage 2 Banana Peach Rspbry     ,1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 29,9/10/20 0:00,4/3/21 10:37,"Organic Bananas, Organic Peaches, Organic Raspberries, Ascorbic Acid (Vitamin C), Citric Acid ",Organic Bananas, Organic Peaches, Organic Raspberries, Ascorbic Acid (Vitamin C), Citric Acid ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43757,Stock Inventory,23923330054,Puree Peach Ornge Ban         ,4 oz                ,"PUREE PCH,OG2,ORNG BANAN",1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 66,7/5/18 17:39,1/6/19 13:48,ORGANIC BANANA PUREE,ORGANIC BANANA PUREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43758,Stock Inventory,23923200197,Pears & Raspberries OG        ,4 oz                ,"STG 2,OG2,PEARS & RASPBR",1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 5,4/25/17 21:38,10/10/18 13:38,"ORGANIC PEAR PUREE, WATER, ORGANIC PEAR PUREE CONCENTRATE, ORGANIC RASPBERRY PUREE, ASCORBIC ACID, CITRIC ACID ",ORGANIC PEAR PUREE, WATER, ORGANIC PEAR PUREE CONCENTRATE, ORGANIC RASPBERRY PUREE, ASCORBIC ACID, CITRIC ACID ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43759,Stock Inventory,23923400542,Oatmeal Peach Banana          ,4 oz                ,Oatmeal Peach Banana            ,1,SHELF STABLE BABY FOOD        ,SS BABY FOOD                  ,Earth's Best                  ,Packaged Grocery              ,1 5,8/8/18 0:00,1/23/19 20:33,WATER,WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43762,Stock Inventory,23923100602,Infant Formula Sens Iron OG   ,21 oz ,EB Infant Form Sens Iron OG 21OZ,0,SHELF STABLE BABY FOOD        ,SS BABY FORMULA               ,Earth's Best                  ,Packaged Grocery              ,35 99,5/5/24 0:00,12/30/24 13:49,"ORGANIC GLUCOSE SYRUP SOLIDS, ORGANIC PALM OIL OR PALM OLEIN, ORGANIC WHEY PROTEIN CONCENTRATE, ORGANIC MILK PROTEIN CONCENTRATE, ORGANIC SOY OIL, ORGANIC COCONUT OIL, ORGANIC HIGH OLEIC (SAFFLOWER OR SUNFLOWER) OIL, LESS THAN 1%: MORTIERELLA ALPINA OIL*, SCHIZOCHYTRIUM SUPPLEMENT FACTS  OIL**, FRUCTOOLIGOSACCHARIDES (FOS), LUTEIN, L-CARNITINE, VITAMIN A PALMITATE, BETA-CAROTENE, VITAMIN D (CHOLECALCIFEROL), VITAMIN K (PHYTONADIONE), MIXED TOCOPHEROL CONCENTRATE, VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE), ASCORBYL PALMITATE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, PYRIDOXINE HYDROCHLORIDE, CYANOCOBALAMIN, NIACINAMIDE, FOLIC ACID, CALCIUM PANTOTHENATE, BIOTIN, ASCORBIC ACID, CHOLINE CHLORIDE, INOSITOL, CALCIUM CHLORIDE, CALCIUM HYDROXIDE, CALCIUM PHOSPHATE, FERROUS SULFATE, ZINC SULFATE, MANGANESE SULFATE, CUPRIC SULFATE, MAGNESIUM PHOSPHATE, POTASSIUM BICARBONATE, POTASSIUM CHLORIDE, POTASSIUM IODIDE, POTASSIUM HYDROXIDE, SODIUM SELENITE, SODIUM CITRATE, TAURINE, ORGANIC SOY LECITHIN, NUCLEOTIDES (ADENOSINE-5'-MONOPHOSPHATE, CYTIDINE-5'-MONOPHOSPHATE, DISODIUM GUANOSINE-5'-MONOPHOSPHATE, DISODIUM INOSINE-5'-MONOPHOSPHATE, DISODIUM URIDINE-5'-MONOPHOSPHATE) ",ORGANIC GLUCOSE SYRUP SOLIDS, ORGANIC PALM OIL OR PALM OLEIN, ORGANIC WHEY PROTEIN CONCENTRATE, ORGANIC MILK PROTEIN CONCENTRATE, ORGANIC SOY OIL, ORGANIC COCONUT OIL, ORGANIC HIGH OLEIC (SAFFLOWER OR SUNFLOWER) OIL, LESS THAN 1%: MORTIERELLA ALPINA OIL*, SCHIZOCHYTRIUM SUPPLEMENT FACTS  OIL**, FRUCTOOLIGOSACCHARIDES (FOS), LUTEIN, L-CARNITINE, VITAMIN A PALMITATE, BETA-CAROTENE, VITAMIN D (CHOLECALCIFEROL), VITAMIN K (PHYTONADIONE), MIXED TOCOPHEROL CONCENTRATE, VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE), ASCORBYL PALMITATE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, PYRIDOXINE HYDROCHLORIDE, CYANOCOBALAMIN, NIACINAMIDE, FOLIC ACID, CALCIUM PANTOTHENATE, BIOTIN, ASCORBIC ACID, CHOLINE CHLORIDE, INOSITOL, CALCIUM CHLORIDE, CALCIUM HYDROXIDE, CALCIUM PHOSPHATE, FERROUS SULFATE, ZINC SULFATE, MANGANESE SULFATE, CUPRIC SULFATE, MAGNESIUM PHOSPHATE, POTASSIUM BICARBONATE, POTASSIUM CHLORIDE, POTASSIUM IODIDE, POTASSIUM HYDROXIDE, SODIUM SELENITE, SODIUM CITRATE, TAURINE, ORGANIC SOY LECITHIN, NUCLEOTIDES (ADENOSINE-5'-MONOPHOSPHATE, CYTIDINE-5'-MONOPHOSPHATE, DISODIUM GUANOSINE-5'-MONOPHOSPHATE, DISODIUM INOSINE-5'-MONOPHOSPHATE, DISODIUM URIDINE-5'-MONOPHOSPHATE) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43763,Stock Inventory,23923100442,Infant Formula DHA & ARA OG   ,21 oz ,EB Infant Form DHA & ARA 21OZ,0,SHELF STABLE BABY FOOD        ,SS BABY FORMULA               ,Earth's Best                  ,Packaged Grocery              ,35 99,6/9/24 0:00,2/5/25 17:08,"ORGANIC LACTOSE, ORGANIC NONFAT MILK, ORGANIC OILS (ORGANIC PALM OR PALM OLEIN, ORGANIC SOY, ORGANIC COCONUT, ORGANIC HIGH OLEIC SAFFLOWER OR SUNFLOWER OIL), ORGANIC WHEY PROTEIN CONCENTRATE, LESS THAN 1%: MORTIERELLA ALPINA OIL*, SCHIZOCHYTRIUM SP  OIL**, FRUCTOOLIGOSACCHARIDE, LUTEIN, L-CARNITINE, VITAMIN A PALMITATE, BETA-CAROTENE, VITAMIN D (CHOLECALCIFEROL), VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE), MIXED TOCOPHEROL CONCENTRATE, VITAMIN K (PHYTONADIONE), ASCORBYL PALMITATE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, PYRIDOXINE HYDROCHLORIDE, CYANOCOBALAMIN, NIACINAMIDE, FOLIC ACID, CALCIUM PANTOTHENATE, BIOTIN, ASCORBIC ACID, CHOLINE BITARTRATE, INOSITOL, CALCIUM CARBONATE, CALCIUM CHLORIDE, CALCIUM HYDROXIDE, FERROUS SULFATE, ZINC SULFATE, MANGANESE SULFATE, CUPRIC SULFATE, MAGNESIUM PHOSPHATE, POTASSIUM BICARBONATE, POTASSIUM CHLORIDE, POTASSIUM IODIDE, POTASSIUM HYDROXIDE, POTASSIUM PHOSPHATE, SODIUM SELENITE, SODIUM CITRATE, TAURINE, ORGANIC SOY LECITHIN, NUCLEOTIDES (CYTIDINE-5'-MONOPHOSPHATE, ADENOSINE-5'-MONOPHOSPHATE, DISODIUM URIDINE-5'-MONOPHOSPHATE, DISODIUM GUANOSINE-5'-MONOPHOSPHATE, DISODIUM INOSINE-5'-MONOPHOSPHATE) ",ORGANIC LACTOSE, ORGANIC NONFAT MILK, ORGANIC OILS (ORGANIC PALM OR PALM OLEIN, ORGANIC SOY, ORGANIC COCONUT, ORGANIC HIGH OLEIC SAFFLOWER OR SUNFLOWER OIL), ORGANIC WHEY PROTEIN CONCENTRATE, LESS THAN 1%: MORTIERELLA ALPINA OIL*, SCHIZOCHYTRIUM SP  OIL**, FRUCTOOLIGOSACCHARIDE, LUTEIN, L-CARNITINE, VITAMIN A PALMITATE, BETA-CAROTENE, VITAMIN D (CHOLECALCIFEROL), VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE), MIXED TOCOPHEROL CONCENTRATE, VITAMIN K (PHYTONADIONE), ASCORBYL PALMITATE, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, PYRIDOXINE HYDROCHLORIDE, CYANOCOBALAMIN, NIACINAMIDE, FOLIC ACID, CALCIUM PANTOTHENATE, BIOTIN, ASCORBIC ACID, CHOLINE BITARTRATE, INOSITOL, CALCIUM CARBONATE, CALCIUM CHLORIDE, CALCIUM HYDROXIDE, FERROUS SULFATE, ZINC SULFATE, MANGANESE SULFATE, CUPRIC SULFATE, MAGNESIUM PHOSPHATE, POTASSIUM BICARBONATE, POTASSIUM CHLORIDE, POTASSIUM IODIDE, POTASSIUM HYDROXIDE, POTASSIUM PHOSPHATE, SODIUM SELENITE, SODIUM CITRATE, TAURINE, ORGANIC SOY LECITHIN, NUCLEOTIDES (CYTIDINE-5'-MONOPHOSPHATE, ADENOSINE-5'-MONOPHOSPHATE, DISODIUM URIDINE-5'-MONOPHOSPHATE, DISODIUM GUANOSINE-5'-MONOPHOSPHATE, DISODIUM INOSINE-5'-MONOPHOSPHATE) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43764,Stock Inventory,23923100749,Formula Soy DHA & ARA         ,23 2 oz             ,Formula Soy DHA & ARA,1,SHELF STABLE BABY FOOD        ,SS BABY FORMULA               ,Earth's Best                  ,Packaged Grocery              ,31 99,4/25/17 21:38,4/6/19 14:43,"Organic Glucose Syrup Solids, Organic Soy Protein, Organic Palm Olein Or Palm Oil, Organic Coconut Oil, Organic High Oleic (Safflower or Sunflower) Oil, Organic Soy Oil, and less than 1%: Mortierella Alpina Oil*, Crypthecodinium Cohnii Oil**, Ascorbyl Palmitate, L-Carnitine, L-Methionine, Mixed Tocopherol Concentrate, Soy Lecithin, Taurine, Calcium Chloride, Calcium Phosphate, Cupric Sulfate, Ferrous Sulfate, Magnesium Chloride, Manganese Sulfate, Potassium Bicarbonate, Potassium Chloride, Potassium Citrate, Potassium Hydroxide, Potassium Iodide, Sodium Citrate, Sodium Selenite, Zinc Sulfate, Ascorbic Acid, Beta-Carotene, Biotin, Calcium Pantothenate, Choline Bitartrate, Cyanocobalamin, Folic Acid, Inositol, Niacinamide, Pyridoxine Hydrochloride, Riboflavin, Thiamine, Hydrochloride, Vitamin A Palmitate, Vitamin D (Cholecalciferol), Vitamin E (Dl-Alpha Tocopheryl Acetate), Vitamin K (Phytonadione) ",Organic Glucose Syrup Solids, Organic Soy Protein, Organic Palm Olein Or Palm Oil, Organic Coconut Oil, Organic High Oleic (Safflower or Sunflower) Oil, Organic Soy Oil, and less than 1%: Mortierella Alpina Oil*, Crypthecodinium Cohnii Oil**, Ascorbyl Palmitate, L-Carnitine, L-Methionine, Mixed Tocopherol Concentrate, Soy Lecithin, Taurine, Calcium Chloride, Calcium Phosphate, Cupric Sulfate, Ferrous Sulfate, Magnesium Chloride, Manganese Sulfate, Potassium Bicarbonate, Potassium Chloride, Potassium Citrate, Potassium Hydroxide, Potassium Iodide, Sodium Citrate, Sodium Selenite, Zinc Sulfate, Ascorbic Acid, Beta-Carotene, Biotin, Calcium Pantothenate, Choline Bitartrate, Cyanocobalamin, Folic Acid, Inositol, Niacinamide, Pyridoxine Hydrochloride, Riboflavin, Thiamine, Hydrochloride, Vitamin A Palmitate, Vitamin D (Cholecalciferol), Vitamin E (Dl-Alpha Tocopheryl Acetate), Vitamin K (Phytonadione) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43771,Stock Inventory,6.06E+11,Meat Stick Original,3 oz                ,"BEEF & PORK STICK,GO PAC",1,SHELF STABLE JERKY & MEAT SNAC,SS MEAT SNACKS OTHER          ,Vermont Smoke & Cure          ,Packaged Grocery              ,5 99,4/19/18 0:00,2/25/19 16:06,"BEEF, PORK, SEA SALT, LESS THAN 2% OF: SPICES, SUGAR, CHERRY POWDER, CELERY POWDER, LACTIC ACID STARTER CULTURE (NOT FROM MILK), GARLIC POWDER  ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ",BEEF, PORK, SEA SALT, LESS THAN 2% OF: SPICES, SUGAR, CHERRY POWDER, CELERY POWDER, LACTIC ACID STARTER CULTURE (NOT FROM MILK), GARLIC POWDER  ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43772,Stock Inventory,6.06E+11,Beef Sticks Seasoned BBQ      ,3 oz                ,"BEEF STICK,BBQ",1,SHELF STABLE JERKY & MEAT SNAC,SS MEAT SNACKS OTHER          ,Vermont Smoke & Cure          ,Packaged Grocery              ,5 99,4/19/18 0:00,4/20/19 10:53,"BEEF, MOLASSES POWDER, SEA SALT, LESS THAN 2% OF: SUGAR PAPRIKA, SPICES, TAMARIND, CHERRY POWDER, CELERY POWDER, ONION POWDER, GARLIC POWDER, LACTIC ACID STARTER CULTURE (NOT FROM MILK), ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ",BEEF, MOLASSES POWDER, SEA SALT, LESS THAN 2% OF: SUGAR PAPRIKA, SPICES, TAMARIND, CHERRY POWDER, CELERY POWDER, ONION POWDER, GARLIC POWDER, LACTIC ACID STARTER CULTURE (NOT FROM MILK), ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43773,Stock Inventory,6.06E+11,Turkey Sticks Pepp Uncrd      ,3 oz                ,"MINI STICK,UNCURED PEPP",1,SHELF STABLE JERKY & MEAT SNAC,SS MEAT SNACKS OTHER          ,Vermont Smoke & Cure          ,Packaged Grocery              ,5 99,8/20/18 0:00,1/29/19 15:53,"TURKEY, SEA SALT, LESS THAN 2% OF: SPICES, SUGAR, PAPRIKA, CELERY POWDER, CHERRY POWDER SPICE EXTRACTIVES, GARLIC POWDER, LACTIC ACID STARTER CULTURE (NOT FROM MILK)  ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ",TURKEY, SEA SALT, LESS THAN 2% OF: SPICES, SUGAR, PAPRIKA, CELE+U45RY POWDER, CHERRY POWDER SPICE EXTRACTIVES, GARLIC POWDER, LACTIC ACID STARTER CULTURE (NOT FROM MILK)  ENCASED IN COLORED (BETA-CAROTENE, CARAMEL) BEEF COLLAGEN CASING ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43803,Stock Inventory,89991516615,Black Forest Uncured Ham,7 oz ,PLA Black Forest Uncured Ham 7OZ,0,FROZEN & REFRIGERATED MEAT POU,FZ & RF DELI MEAT             ,Plainville                    ,Meat                          ,6 49,2/5/25 0:00,2/9/25 15:25,"FRESH HAM, WATER, EVAPORATED CANE SYRUP, CONTAINS 2% OR LESS SEA SALT, CELERY POWDER, NATURAL SMOKE, LACTIC ACID STARTER CULTURE",FRESH HAM, WATER, EVAPORATED CANE SYRUP, CONTAINS 2% OR LESS SEA SALT, CELERY POWDER, NATURAL SMOKE, LACTIC ACID STARTER CULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43819,Stock Inventory,33844002572,Oregano OG                    , 75 oz              ,"SPICE,OG2,OREGANO",1,SHELF STABLE SEASONINGS       ,SS SPICES & SEASONINGS        ,Badia                         ,Packaged Grocery              ,2 89,1/31/18 0:00,6/26/18 20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43820,Stock Inventory,33844002503,Turmeric Ground OG            ,2 oz                ,"SPICE,OG2,TUMERIC,GRND",1,SHELF STABLE SEASONINGS       ,SS SPICES & SEASONINGS        ,Badia                         ,Packaged Grocery              ,2 79,1/31/19 0:00,4/4/19 14:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
