inv_pk,inv_scancode,original_product,similar_product,similarity_score,similar_inv_pk,similar_brd_name,similar_dpt_name
43746,23923300347,winter squash og,og squash pouch,0.985489819,133589,Serenity Kids                 ,Packaged Grocery              
43746,23923300347,winter squash og,carrot squash & apple og,0.98405446,42841,Peter Rabbit Organics         ,Packaged Grocery              
43746,23923300347,winter squash og,pouch squash & sweet pea,0.983325438,43750,Earth's Best                  ,Packaged Grocery              
43746,23923300347,winter squash og,organic sweet potato cinnamon cereal,0.980824015,38753,Earth's Best                  ,Packaged Grocery              
43746,23923300347,winter squash og,organic greens baby food,0.978246342,1171804,Happy Baby                    ,Packaged Grocery              
43746,23923300347,winter squash og,strawberry & banana og,0.978134399,42844,Peter Rabbit Organics         ,Packaged Grocery              
43746,23923300347,winter squash og,"winter rose 6 5""",0.978103617,452250,Dan Schantz Flowers           ,Floral                        
43750,23923330344,pouch squash & sweet pea,og squash pouch,0.991802897,133589,Serenity Kids                 ,Packaged Grocery              
43750,23923330344,pouch squash & sweet pea,carrot squash & apple og,0.988098352,42841,Peter Rabbit Organics         ,Packaged Grocery              
43750,23923330344,pouch squash & sweet pea,organic sweet potato cinnamon cereal,0.985371707,38753,Earth's Best                  ,Packaged Grocery              
43750,23923330344,pouch squash & sweet pea,winter squash og,0.983325438,43746,Earth's Best                  ,Packaged Grocery              
43750,23923330344,pouch squash & sweet pea,butternut squash og,0.983116672,23631,Farmers Market                ,Packaged Grocery              
43750,23923330344,pouch squash & sweet pea,organic greens baby food,0.982918627,1171804,Happy Baby                    ,Packaged Grocery              
43750,23923330344,pouch squash & sweet pea,organic butternut squash,0.982562606,17949,Produce                       ,Produce                       
43760,23923200173,bananas og,strawberry & banana og,0.98896279,42844,Peter Rabbit Organics         ,Packaged Grocery              
43760,23923200173,bananas og,organic sweet potato cinnamon cereal,0.987316366,38753,Earth's Best                  ,Packaged Grocery              
43760,23923200173,bananas og,carrot squash & apple og,0.986509681,42841,Peter Rabbit Organics         ,Packaged Grocery              
43760,23923200173,bananas og,organic greens baby food,0.986274346,1171804,Happy Baby                    ,Packaged Grocery              
43760,23923200173,bananas og,food baby carrot peas og,0.982262303,54775,Happy Baby                    ,Packaged Grocery              
43760,23923200173,bananas og,puree pouch baby banana blueberry,0.982101266,34187,Earth's Best                  ,Packaged Grocery              
43760,23923200173,bananas og,beet carot & pear og,0.981385585,42845,Peter Rabbit Organics         ,Packaged Grocery              
43762,23923100602,infant formula sens iron og,infant formula dha & ara og,0.957956461,43763,Earth's Best                  ,Packaged Grocery              
43763,23923100442,infant formula dha & ara og,infant formula sens iron og,0.957956461,43762,Earth's Best                  ,Packaged Grocery              
43803,89991516615,black forest uncured ham,ham uncured honey maple,0.984683841,44326,Plainville                    ,Meat                          
43803,89991516615,black forest uncured ham,black forest ham,0.972994899,383028,Applegate                     ,Meat                          
43803,89991516615,black forest uncured ham,black forest sliced ham og,0.969960624,70146,North Country                 ,Meat                          
43803,89991516615,black forest uncured ham,ham uncured sliced,0.968921744,25109,Applegate                     ,Meat                          
43803,89991516615,black forest uncured ham,ground beef,0.965543512,281870,Vermont Family Farms          ,Meat                          
43803,89991516615,black forest uncured ham,ground beef og,0.965230551,281869,Vermont Family Farms          ,Meat                          
43803,89991516615,black forest uncured ham,uncured half ham,0.964329747,214282,Niman Ranch                   ,Meat                          
12108,94046,organic avocados,organic green skin avocados,0.9983937,66959,Produce                       ,Produce                       
12108,94046,organic avocados,organic avocados 4 count,0.997133473,1244908,Produce                       ,Produce                       
12108,94046,organic avocados,organic fair trade avocados 4pk,0.99608531,106081,Equal Exchange                ,Produce                       
12108,94046,organic avocados,organic pineapple,0.994632261,24362,Produce                       ,Produce                       
12108,94046,organic avocados,organic bananas,0.993695177,13652,Produce                       ,Produce                       
12108,94046,organic avocados,organic papaya,0.993597433,24458,Produce                       ,Produce                       
12108,94046,organic avocados,organic mangoes,0.993108728,12168,Produce                       ,Produce                       
18182,93107,organic navel oranges,organic navel oranges 4# bag,0.997252308,29747,Produce                       ,Produce                       
18182,93107,organic navel oranges,organic blood oranges,0.995283739,14046,Sunkist                       ,Produce                       
18182,93107,organic navel oranges,organic valencia oranges,0.994469193,12187,Produce                       ,Produce                       
18182,93107,organic navel oranges,oranges navel 4# bag,0.994419767,68108,Sunkist                       ,Produce                       
18182,93107,organic navel oranges,oranges valencia 4#bag,0.993193265,27666,Produce                       ,Produce                       
18182,93107,organic navel oranges,organic lemons,0.992409675,12161,Produce                       ,Produce                       
18182,93107,organic navel oranges,organic clementine,0.99233757,28819,Produce                       ,Produce                       
8684,79565005133,nasal cleansing pot,salt nasal cleansing pot,0.979263837,28186,Ancient Secrets               ,Body Care                     
8684,79565005133,nasal cleansing pot,nasal cleansing salt 40pk,0.978577896,31401,Ancient Secrets               ,Body Care                     
8684,79565005133,nasal cleansing pot,ear candles 100% beeswax,0.978434269,58602,Wally's                       ,Body Care                     
8684,79565005133,nasal cleansing pot,salt nasal cleansing,0.97748353,52665,Ancient Secrets               ,Body Care                     
8684,79565005133,nasal cleansing pot,propolis nasal spray,0.974234725,1012557,Beekeeper's Naturals          ,Supplements                   
8684,79565005133,nasal cleansing pot,lip balm tea tree,0.973092626,281795,Badger                        ,Body Care                     
8684,79565005133,nasal cleansing pot,hand sanitizer 80%,0.972663835,55059,Barr Hill                     ,Body Care                     
9498,6168,organic decaf breakfast blend coffee,organic breakfast blend coffee,0.997840222,9483,Equal Exchange                ,Bulk                          
9498,6168,organic decaf breakfast blend coffee,organic decaf french roast coffee,0.994696943,9499,Equal Exchange                ,Bulk                          
9498,6168,organic decaf breakfast blend coffee,organic mexican coffee,0.993809669,59438,Equal Exchange                ,Bulk                          
9498,6168,organic decaf breakfast blend coffee,organic coffee chocolate truffle,0.993254839,25198,Coffee Connection             ,Bulk                          
9498,6168,organic decaf breakfast blend coffee,organic colombian coffee,0.992919704,45567,Equal Exchange                ,Bulk                          
9498,6168,organic decaf breakfast blend coffee,organic french roast coffee,0.992525716,9486,Equal Exchange                ,Bulk                          
9498,6168,organic decaf breakfast blend coffee,organic midnight sun coffee,0.991649569,22424,Equal Exchange                ,Bulk                          
37398,8.30E+11,gum pouch spearmint,gum cinnamon,0.995104017,39135,Pur                           ,Packaged Grocery              
37398,8.30E+11,gum pouch spearmint,gum peppermint,0.994887084,32832,Pur                           ,Packaged Grocery              
37398,8.30E+11,gum pouch spearmint,gum wintergreen,0.993513981,35609,Pur                           ,Packaged Grocery              
37398,8.30E+11,gum pouch spearmint,chewing gum fruit,0.991760148,66956,Spry                          ,Packaged Grocery              
37398,8.30E+11,gum pouch spearmint,organic wintermints,0.989813025,134253,St Claires                    ,Packaged Grocery              
37398,8.30E+11,gum pouch spearmint,peppermints og,0.989683066,134252,St Claires                    ,Packaged Grocery              
37398,8.30E+11,gum pouch spearmint,sour lemon tarts,0.98848238,134251,St Claires                    ,Packaged Grocery              
37396,8.30E+11,gum pouch wintergreen,gum wintergreen,0.982215236,35609,Pur                           ,Packaged Grocery              
37396,8.30E+11,gum pouch wintergreen,gum pouch spearmint,0.979984095,37398,Pur                           ,Packaged Grocery              
37396,8.30E+11,gum pouch wintergreen,gum cinnamon,0.978584088,39135,Pur                           ,Packaged Grocery              
37396,8.30E+11,gum pouch wintergreen,gum peppermint,0.978370756,32832,Pur                           ,Packaged Grocery              
37396,8.30E+11,gum pouch wintergreen,chewing gum fruit,0.975282081,66956,Spry                          ,Packaged Grocery              
37396,8.30E+11,gum pouch wintergreen,organic wintermints,0.970457308,134253,St Claires                    ,Packaged Grocery              
37396,8.30E+11,gum pouch wintergreen,peppermints og,0.97032989,134252,St Claires                    ,Packaged Grocery              
12168,94051,organic mangoes,mangoes,0.997866669,49334,Produce                       ,Produce                       
12168,94051,organic mangoes,organic ataulfo mangoes,0.996516729,22216,Produce                       ,Produce                       
12168,94051,organic mangoes,organic pineapple,0.995781023,24362,Produce                       ,Produce                       
12168,94051,organic mangoes,organic bananas,0.994842857,13652,Produce                       ,Produce                       
12168,94051,organic mangoes,organic papaya,0.994745,24458,Produce                       ,Produce                       
12168,94051,organic mangoes,organic dragon fruit,0.994282887,53006,Produce                       ,Produce                       
12168,94051,organic mangoes,coconut chunks og,0.994230035,60094,Produce                       ,Produce                       
32019,7.46E+11,tea jasmine green og 20 bag,tea green og 20 bag,0.998327967,32013,Equal Exchange                ,Packaged Grocery              
32019,7.46E+11,tea jasmine green og 20 bag,tea mint green og 20 bag,0.997041488,32018,Equal Exchange                ,Packaged Grocery              
32019,7.46E+11,tea jasmine green og 20 bag,tea green ginger og,0.994762744,66451,Equal Exchange                ,Packaged Grocery              
32019,7.46E+11,tea jasmine green og 20 bag,tea green japanese og,0.992210788,7633,Choice Organic Teas           ,Packaged Grocery              
32019,7.46E+11,tea jasmine green og 20 bag,tea green matcha og,0.990731282,66328,Traditional Medicinals        ,Packaged Grocery              
32019,7.46E+11,tea jasmine green og 20 bag,organic matcha green tea,0.99060107,1244876,Pukka                         ,Packaged Grocery              
32019,7.46E+11,tea jasmine green og 20 bag,tea jasmine green rishi og,0.990563757,39616,Rishi                         ,Packaged Grocery              
25251,13562300396,mac & chs classic chd og,mac&chs classic og grassfed,0.978476729,40654,Annie's                       ,Packaged Grocery              
25251,13562300396,mac & chs classic chd og,organic classic mac & cheese,0.976434354,25121,Annie's                       ,Packaged Grocery              
25251,13562300396,mac & chs classic chd og,mac & chs alfrdo shls & chd og,0.966504167,13933,Annie's                       ,Packaged Grocery              
25251,13562300396,mac & chs classic chd og,organic shells & cheddar,0.963760106,13699,Annie's                       ,Packaged Grocery              
25251,13562300396,mac & chs classic chd og,organic shells & real aged cheddar,0.963626029,21612,Annie's                       ,Packaged Grocery              
25251,13562300396,mac & chs classic chd og,shells & white cheddar og,0.957018459,7949,Annie's                       ,Packaged Grocery              
25251,13562300396,mac & chs classic chd og,organic peace pasta & parmesan,0.955534189,7956,Annie's                       ,Packaged Grocery              
41294,13562300167,penne & four cheese,organic classic mac & cheese,0.949583542,25121,Annie's                       ,Packaged Grocery              
41294,13562300167,penne & four cheese,organic shells & cheddar,0.943763436,13699,Annie's                       ,Packaged Grocery              
41294,13562300167,penne & four cheese,shells & white cheddar,0.939321129,7947,Annie's                       ,Packaged Grocery              
41294,13562300167,penne & four cheese,gluten free rice pasta & cheddar,0.935046375,23350,Annie's                       ,Packaged Grocery              
41294,13562300167,penne & four cheese,mac & chs classic chd og,0.930132459,25251,Annie's                       ,Packaged Grocery              
41294,13562300167,penne & four cheese,super mac shells & aged cheddar,0.929289686,520076,Annie's                       ,Packaged Grocery              
41294,13562300167,penne & four cheese,organic mac & cheese white cheddar,0.928320908,58847,Annie's                       ,Packaged Grocery              
37593,7239,organic ground chipotle,organic ground paprika,0.997293906,9930,Frontier Coop                 ,Bulk                          
37593,7239,organic ground chipotle,cinnamon ground og,0.996886934,9846,Frontier Coop                 ,Bulk                          
37593,7239,organic ground chipotle,organic ground ginger root,0.996584364,9884,Frontier Coop                 ,Bulk                          
37593,7239,organic ground chipotle,organic ground turmeric root,0.996500239,9968,Frontier Coop                 ,Bulk                          
37593,7239,organic ground chipotle,sea salt,0.996472269,9440,Abundance Bulk                ,Bulk                          
37593,7239,organic ground chipotle,cumin ground og,0.99646261,9862,Frontier Coop                 ,Bulk                          
37593,7239,organic ground chipotle,pepper black ground og,0.996439186,9935,Frontier Coop                 ,Bulk                          
9813,7025,organic low-sodium vegetable broth powder,organic garlic powder,0.995389759,9881,Frontier Coop                 ,Bulk                          
9813,7025,organic low-sodium vegetable broth powder,organic onion powder,0.995253805,9927,Frontier Coop                 ,Bulk                          
9813,7025,organic low-sodium vegetable broth powder,garlic powder,0.995196542,49985,Frontier Coop                 ,Bulk                          
9813,7025,organic low-sodium vegetable broth powder,organic chili powder,0.994853974,34204,Frontier Coop                 ,Bulk                          
9813,7025,organic low-sodium vegetable broth powder,organic beet powder,0.994703903,9915,Frontier Coop                 ,Bulk                          
9813,7025,organic low-sodium vegetable broth powder,sea salt,0.994532929,9440,Abundance Bulk                ,Bulk                          
9813,7025,organic low-sodium vegetable broth powder,organic kale powder,0.994487607,9790,Frontier Coop                 ,Bulk                          
9860,7074,cream of tartar,sea salt,0.99620562,9440,Abundance Bulk                ,Bulk                          
9860,7074,cream of tartar,garlic powder,0.995835797,49985,Frontier Coop                 ,Bulk                          
9860,7074,cream of tartar,citric acid,0.995814742,9848,Frontier Coop                 ,Bulk                          
9860,7074,cream of tartar,organic garlic powder,0.995642929,9881,Frontier Coop                 ,Bulk                          
9860,7074,cream of tartar,lemon pepper,0.995527157,48538,Frontier Coop                 ,Bulk                          
9860,7074,cream of tartar,organic onion powder,0.99550694,9927,Frontier Coop                 ,Bulk                          
9860,7074,cream of tartar,peppermint og,0.995465752,9938,Frontier Coop                 ,Bulk                          
9867,7081,organic dill weed,organic dill seed,0.996665144,9866,Frontier Coop                 ,Bulk                          
9867,7081,organic dill weed,sea salt,0.99494969,9440,Abundance Bulk                ,Bulk                          
9867,7081,organic dill weed,organic garlic powder,0.994773832,9881,Frontier Coop                 ,Bulk                          
9867,7081,organic dill weed,organic onion powder,0.994637962,9927,Frontier Coop                 ,Bulk                          
9867,7081,organic dill weed,garlic powder,0.994580333,49985,Frontier Coop                 ,Bulk                          
9867,7081,organic dill weed,citric acid,0.994559305,9848,Frontier Coop                 ,Bulk                          
9867,7081,organic dill weed,organic cornstarch,0.994518524,9858,Frontier Coop                 ,Bulk                          
9928,7144,organo mediterranean oregano leaf,sea salt,0.991581606,9440,Abundance Bulk                ,Bulk                          
9928,7144,organo mediterranean oregano leaf,organic cilantro leaf,0.991465095,586076,Frontier Coop                 ,Bulk                          
9928,7144,organo mediterranean oregano leaf,organic whole rosemary leaf,0.991366276,9949,Frontier Coop                 ,Bulk                          
9928,7144,organo mediterranean oregano leaf,sage leaf og,0.991305854,9950,Frontier Coop                 ,Bulk                          
9928,7144,organo mediterranean oregano leaf,organic eucalyptus leaf,0.991304244,134418,Frontier Coop                 ,Bulk                          
9928,7144,organo mediterranean oregano leaf,garlic powder,0.991213499,49985,Frontier Coop                 ,Bulk                          
9928,7144,organo mediterranean oregano leaf,citric acid,0.991192542,9848,Frontier Coop                 ,Bulk                          
9948,7164,organic rosehips,vitamin c powder,0.995696381,9972,Frontier Coop                 ,Bulk                          
9948,7164,organic rosehips,gluten,0.995218912,9509,Abundance Bulk                ,Bulk                          
9948,7164,organic rosehips,calcium citrate,0.994879887,9818,Frontier Coop                 ,Bulk                          
9948,7164,organic rosehips,organic soybeans,0.994861397,9464,Abundance Bulk                ,Bulk                          
9948,7164,organic rosehips,organic spirulina powder,0.99478292,9963,Frontier Coop                 ,Bulk                          
9948,7164,organic rosehips,raspberry leaf og,0.994630915,9945,Mikes                         ,Bulk                          
9948,7164,organic rosehips,organic wheat grass powder,0.994570884,9973,Frontier Coop                 ,Bulk                          
9968,7185,organic ground turmeric root,organic ground ginger root,0.998268715,9884,Frontier Coop                 ,Bulk                          
9968,7185,organic ground turmeric root,organic ground paprika,0.997152776,9930,Frontier Coop                 ,Bulk                          
9968,7185,organic ground turmeric root,cinnamon ground og,0.996745861,9846,Frontier Coop                 ,Bulk                          
9968,7185,organic ground turmeric root,organic ground chipotle,0.996500239,37593,Frontier Coop                 ,Bulk                          
9968,7185,organic ground turmeric root,sea salt,0.996331255,9440,Abundance Bulk                ,Bulk                          
9968,7185,organic ground turmeric root,cumin ground og,0.996321597,9862,Frontier Coop                 ,Bulk                          
9968,7185,organic ground turmeric root,pepper black ground og,0.996298176,9935,Frontier Coop                 ,Bulk                          
12226,94727,organic yukon gold potatoes,gold potatoes,0.997071729,66966,Andy's Specialty Garlic & Prod,Produce                       
12226,94727,organic yukon gold potatoes,organic white potatoes,0.994802502,29424,Produce                       ,Produce                       
12226,94727,organic yukon gold potatoes,organic red potatoes,0.994791034,12224,Produce                       ,Produce                       
12226,94727,organic yukon gold potatoes,red potatoes,0.994595721,66965,Andy's Specialty Garlic & Prod,Produce                       
12226,94727,organic yukon gold potatoes,organic gold potatoes 3# bag,0.994552869,55066,Produce                       ,Produce                       
12226,94727,organic yukon gold potatoes,gold potatoes 5#bag,0.993969611,29577,Produce                       ,Produce                       
12226,94727,organic yukon gold potatoes,organic honey gold mini potatoes,0.993379381,67352,Tasteful Selections           ,Produce                       
12225,94072,organic russet potatoes,organic local russet potatoes,0.998174724,12220,Produce                       ,Produce                       
12225,94072,organic russet potatoes,organic russet potatoes 5#bag,0.997283466,28952,Produce                       ,Produce                       
12225,94072,organic russet potatoes,organic russet potatoes 3# bag,0.997283466,30295,Produce                       ,Produce                       
12225,94072,organic russet potatoes,organic white potatoes,0.996790573,29424,Produce                       ,Produce                       
12225,94072,organic russet potatoes,organic red potatoes,0.996779082,12224,Produce                       ,Produce                       
12225,94072,organic russet potatoes,red potatoes,0.996583378,66965,Andy's Specialty Garlic & Prod,Produce                       
12225,94072,organic russet potatoes,gold potatoes,0.995562672,66966,Andy's Specialty Garlic & Prod,Produce                       
12224,94073,organic red potatoes,red potatoes,0.999804807,66965,Andy's Specialty Garlic & Prod,Produce                       
12224,94073,organic red potatoes,organic white potatoes,0.998551282,29424,Produce                       ,Produce                       
12224,94073,organic red potatoes,red potatoes,0.998127451,383202,Wild Harvest                  ,Produce                       
12224,94073,organic red potatoes,gold potatoes,0.997321213,66966,Andy's Specialty Garlic & Prod,Produce                       
12224,94073,organic red potatoes,organic red potatoes 3# bag,0.99727387,35623,Produce                       ,Produce                       
12224,94073,organic red potatoes,organic white creamer potatoes,0.996832528,27614,Stick-n-Stone Farm            ,Produce                       
12224,94073,organic red potatoes,organic russet potatoes,0.996779082,12225,Produce                       ,Produce                       
27821,94621,organic red kale,organic green kale,0.998487592,32809,Produce                       ,Produce                       
27821,94621,organic red kale,red kale,0.99807602,58409,Produce                       ,Produce                       
27821,94621,organic red kale,organic red cabbage,0.99700077,12120,Produce                       ,Produce                       
27821,94621,organic red kale,organic celery,0.996744274,838342,Produce                       ,Produce                       
27821,94621,organic red kale,organic celery,0.996744274,12123,Produce                       ,Produce                       
27821,94621,organic red kale,green kale,0.99656427,67173,Andy's Specialty Garlic & Prod,Produce                       
27821,94621,organic red kale,organic lacinato kale,0.996405263,12156,Produce                       ,Produce                       
12111,94537,organic gold beets,organic red beets,0.997509607,12114,Produce                       ,Produce                       
12111,94537,organic gold beets,organic garlic,0.995876027,12137,Produce                       ,Produce                       
12111,94537,organic gold beets,organic ginger,0.995612123,12139,Produce                       ,Produce                       
12111,94537,organic gold beets,organic carrots,0.995280861,53620,Produce                       ,Produce                       
12111,94537,organic gold beets,beets red loose,0.995189662,66147,Produce                       ,Produce                       
12111,94537,organic gold beets,gold potatoes,0.995180137,134408,Andy's Specialty Garlic & Prod,Produce                       
12111,94537,organic gold beets,organic red onions,0.994748514,12182,Produce                       ,Produce                       
46257,6.55E+11,smooth shine apple conditioner,italian lemon conditioner,0.985752387,42045,Desert Essence                ,Body Care                     
46257,6.55E+11,smooth shine apple conditioner,hydrating conditioner,0.985360006,70063,Sukin                         ,Body Care                     
46257,6.55E+11,smooth shine apple conditioner,natural balance conditioner,0.985237102,70032,Sukin                         ,Body Care                     
46257,6.55E+11,smooth shine apple conditioner,italian red grape conditioner,0.984539545,22973,Desert Essence                ,Body Care                     
46257,6.55E+11,smooth shine apple conditioner,volumising conditioner,0.984459342,70043,Sukin                         ,Body Care                     
46257,6.55E+11,smooth shine apple conditioner,organic peppermint conditioner,0.984278267,11789,Avalon Organics               ,Body Care                     
46257,6.55E+11,smooth shine apple conditioner,peppermint conditioner,0.984173216,50829,Field Day                     ,Body Care                     
46258,8.52E+11,potato chips original,potato chips sour cream onion,0.996001909,45903,The Good Crisp Company        ,Packaged Grocery              
46258,8.52E+11,potato chips original,chips potato sea salt,0.995238334,46860,New York Chips                ,Packaged Grocery              
46258,8.52E+11,potato chips original,potato crisp sea salt vinegar,0.995003381,53434,The Good Crisp Company        ,Packaged Grocery              
46258,8.52E+11,potato chips original,chips potato sea salt,0.994146763,34494,Kettle Foods                  ,Packaged Grocery              
46258,8.52E+11,potato chips original,potato chips sea salt,0.994146763,7359,Kettle Foods                  ,Packaged Grocery              
46258,8.52E+11,potato chips original,original potato chips og,0.994063193,106291,Humble Potato Chips           ,Packaged Grocery              
46258,8.52E+11,potato chips original,potato chips salt & vinegar,0.993889243,7357,Kettle Foods                  ,Packaged Grocery              
46259,8.52E+11,potato chips original,potato chips sour cream onion,0.996001909,45903,The Good Crisp Company        ,Packaged Grocery              
46259,8.52E+11,potato chips original,chips potato sea salt,0.995238334,46860,New York Chips                ,Packaged Grocery              
46259,8.52E+11,potato chips original,potato crisp sea salt vinegar,0.995003381,53434,The Good Crisp Company        ,Packaged Grocery              
46259,8.52E+11,potato chips original,chips potato sea salt,0.994146763,34494,Kettle Foods                  ,Packaged Grocery              
46259,8.52E+11,potato chips original,potato chips sea salt,0.994146763,7359,Kettle Foods                  ,Packaged Grocery              
46259,8.52E+11,potato chips original,original potato chips og,0.994063193,106291,Humble Potato Chips           ,Packaged Grocery              
46259,8.52E+11,potato chips original,potato chips salt & vinegar,0.993889243,7357,Kettle Foods                  ,Packaged Grocery              
42085,7.16E+11,sweet drops caramel,sweet drops vanilla,0.994591318,42089,Sweet Leaf                    ,Packaged Grocery              
42085,7.16E+11,sweet drops caramel,sweet drops stevia clear,0.994492084,42086,Sweet Leaf                    ,Packaged Grocery              
42085,7.16E+11,sweet drops caramel,water drops lemon lime,0.984202166,47301,Sweet Leaf                    ,Packaged Grocery              
42085,7.16E+11,sweet drops caramel,stevia clear liquid,0.983940971,17329,Sweet Leaf                    ,Packaged Grocery              
42085,7.16E+11,sweet drops caramel,water drops mixed berry,0.983426394,47300,Sweet Leaf                    ,Packaged Grocery              
42085,7.16E+11,sweet drops caramel,water drops tropical punch,0.982120813,47304,Sweet Leaf                    ,Packaged Grocery              
42085,7.16E+11,sweet drops caramel,organic stevia,0.981191863,33380,Wholesome Sweeteners          ,Packaged Grocery              
42089,7.16E+11,sweet drops vanilla,sweet drops caramel,0.994591318,42085,Sweet Leaf                    ,Packaged Grocery              
42089,7.16E+11,sweet drops vanilla,sweet drops stevia clear,0.993247672,42086,Sweet Leaf                    ,Packaged Grocery              
42089,7.16E+11,sweet drops vanilla,water drops lemon lime,0.981955564,47301,Sweet Leaf                    ,Packaged Grocery              
42089,7.16E+11,sweet drops vanilla,stevia clear liquid,0.981275898,17329,Sweet Leaf                    ,Packaged Grocery              
42089,7.16E+11,sweet drops vanilla,water drops mixed berry,0.981181562,47300,Sweet Leaf                    ,Packaged Grocery              
42089,7.16E+11,sweet drops vanilla,water drops tropical punch,0.979878962,47304,Sweet Leaf                    ,Packaged Grocery              
42089,7.16E+11,sweet drops vanilla,organic stevia,0.978952132,33380,Wholesome Sweeteners          ,Packaged Grocery              
9616,6606,organic unsalted tahini,tahini og,0.984168665,8362,Once Again                    ,Packaged Grocery              
9616,6606,organic unsalted tahini,organic dry roasted unsalted peanuts,0.982573901,9635,Abundance Bulk                ,Bulk                          
9616,6606,organic unsalted tahini,organic unsalted creamy peanut butter,0.982293438,46264,Once Again                    ,Bulk                          
9616,6606,organic unsalted tahini,organic unsalted crunchy peanut butter,0.98218463,9614,Once Again                    ,Bulk                          
9616,6606,organic unsalted tahini,unsalted crunchy almond butter,0.982121196,9610,Once Again                    ,Bulk                          
9616,6606,organic unsalted tahini,cashew butter,0.981725541,9612,Once Again                    ,Bulk                          
9616,6606,organic unsalted tahini,organic salted sunflower butter,0.981427862,23756,Once Again                    ,Bulk                          
46264,6605,organic unsalted creamy peanut butter,salted creamy peanut butter,0.996812685,24072,Once Again                    ,Bulk                          
46264,6605,organic unsalted creamy peanut butter,organic unsalted crunchy peanut butter,0.996608488,9614,Once Again                    ,Bulk                          
46264,6605,organic unsalted creamy peanut butter,unsalted crunchy almond butter,0.994385646,9610,Once Again                    ,Bulk                          
46264,6605,organic unsalted creamy peanut butter,cashew butter,0.994045515,9612,Once Again                    ,Bulk                          
46264,6605,organic unsalted creamy peanut butter,organic salted sunflower butter,0.993737024,23756,Once Again                    ,Bulk                          
46264,6605,organic unsalted creamy peanut butter,salted crunchy peanut butter,0.993419851,9613,Once Again                    ,Bulk                          
46264,6605,organic unsalted creamy peanut butter,salted crunchy peanut butter,0.991584942,26682,Once Again                    ,Bulk                          
9614,6604,organic unsalted crunchy peanut butter,unsalted crunchy almond butter,0.997778552,9610,Once Again                    ,Bulk                          
9614,6604,organic unsalted crunchy peanut butter,salted crunchy peanut butter,0.996813391,9613,Once Again                    ,Bulk                          
9614,6604,organic unsalted crunchy peanut butter,organic unsalted creamy peanut butter,0.996608488,46264,Once Again                    ,Bulk                          
9614,6604,organic unsalted crunchy peanut butter,salted crunchy peanut butter,0.994990617,26682,Once Again                    ,Bulk                          
9614,6604,organic unsalted crunchy peanut butter,cashew butter,0.993935404,9612,Once Again                    ,Bulk                          
9614,6604,organic unsalted crunchy peanut butter,organic salted sunflower butter,0.993626947,23756,Once Again                    ,Bulk                          
9614,6604,organic unsalted crunchy peanut butter,salted creamy peanut butter,0.993419956,24072,Once Again                    ,Bulk                          
709076,9.78E+12,grocery story,catstrology,0.992840294,486036,Luna Malcolm                  ,Mercantile                    
709076,9.78E+12,grocery story,dogstrology,0.992840294,486037,Luna Malcolm                  ,Mercantile                    
709076,9.78E+12,grocery story,the herbalist's kitchen,0.991046707,134162,,Mercantile                    
709076,9.78E+12,grocery story,abundance mug,0.990705983,106310,,Mercantile                    
709076,9.78E+12,grocery story,cannabis drinks book,0.990510198,214260,Fair Winds                    ,Mercantile                    
709076,9.78E+12,grocery story,wizard book,0.990480616,383118,,Mercantile                    
709076,9.78E+12,grocery story,biodynamic gardening,0.990361341,520142,,Mercantile                    
709077,8.40E+11,malt beverage variety pack,variety beer pack 12pk,0.994072608,45544,Jack's Abby Craft Lagers      ,Beer                          
709077,8.40E+11,malt beverage variety pack,variety beer 12pk,0.992502742,66522,Zero Gravity                  ,Beer                          
709077,8.40E+11,malt beverage variety pack,all ipa variety pack 12pk,0.992253407,553243,Dogfish Head                  ,Beer                          
709077,8.40E+11,malt beverage variety pack,hearted ipa variety pack,0.992121008,134140,Bell's Brewery Inc            ,Beer                          
709077,8.40E+11,malt beverage variety pack,ipa variety 12pk,0.991989067,585871,Lagunitas Brewing Company     ,Beer                          
709077,8.40E+11,malt beverage variety pack,variety beer 8pk,0.9919778,417316,Rohrbach                      ,Beer                          
709077,8.40E+11,malt beverage variety pack,ipa,0.991853999,42188,Peak Organic Brewing Company  ,Beer                          
46265,89836184450,mexican fiesta,mexican seasoning og,0.995380772,67347,Frontier Coop                 ,Packaged Grocery              
46265,89836184450,mexican fiesta,chili powder no salt,0.991920064,59689,Frontier Coop                 ,Packaged Grocery              
46265,89836184450,mexican fiesta,chili powder og,0.985048161,133868,Field Day                     ,Packaged Grocery              
46265,89836184450,mexican fiesta,organic basil,0.984449026,848381,Field Day                     ,Packaged Grocery              
46265,89836184450,mexican fiesta,organic ginger root,0.983886553,55092,Frontier Coop                 ,Packaged Grocery              
46265,89836184450,mexican fiesta,roasted garlic powder,0.983845208,282101,Badia                         ,Packaged Grocery              
46265,89836184450,mexican fiesta,organic whole vanilla beans,0.983670415,452269,Simply Organic                ,Packaged Grocery              
46166,8.20E+11,fudge mint cookies,fudge striped cookies,0.986973113,46163,Back To Nature                ,Packaged Grocery              
46166,8.20E+11,fudge mint cookies,classic creme cookies,0.964663089,50803,Back To Nature                ,Packaged Grocery              
46166,8.20E+11,fudge mint cookies,cookies mini clssc cream,0.958167688,68471,Back To Nature                ,Packaged Grocery              
46166,8.20E+11,fudge mint cookies,cookie vanilla creme sandwich,0.944217484,58087,Catalina Snacks               ,Packaged Grocery              
