inv_pk,inv_scancode,original_product,similar_product,similarity_score,similar_inv_pk,similar_brd_name,similar_dpt_name
553073,8.14E+11,yellowfin tuna fillets in olive oil,tuna albacore in water,0.984292793,35070,Crown Prince                  ,Packaged Grocery              
553073,8.14E+11,yellowfin tuna fillets in olive oil,tuna yellowfin chnk lt ns,0.983792041,8328,Natural Sea                   ,Packaged Grocery              
553073,8.14E+11,yellowfin tuna fillets in olive oil,tuna yellowfin chnk lt sl,0.983510214,8327,Natural Sea                   ,Packaged Grocery              
553073,8.14E+11,yellowfin tuna fillets in olive oil,yellowfin natural tuna filets,0.983396344,585948,Natural Catch                 ,Packaged Grocery              
553073,8.14E+11,yellowfin tuna fillets in olive oil,tuna albacore in water,0.981008158,8498,Crown Prince                  ,Packaged Grocery              
553073,8.14E+11,yellowfin tuna fillets in olive oil,tuna albacore white salt,0.980952447,44797,Field Day                     ,Packaged Grocery              
553073,8.14E+11,yellowfin tuna fillets in olive oil,tuna skipjack light salt,0.980728193,44795,Field Day                     ,Packaged Grocery              
553096,6.06E+11,sourdough rye thins,crispbread sourdough r,0.98589095,20565,Wasa                          ,Packaged Grocery              
553096,6.06E+11,sourdough rye thins,cheese-less snack thins,0.985047087,134234,Every Body Eat                ,Packaged Grocery              
553096,6.06E+11,sourdough rye thins,nut thins sriracha,0.984764346,53043,Blue Diamond                  ,Packaged Grocery              
553096,6.06E+11,sourdough rye thins,snack thins chive garlic,0.983234879,66828,Every Body Eat                ,Packaged Grocery              
553096,6.06E+11,sourdough rye thins,egg matzos,0.98221117,1351103,Streit's                      ,Packaged Grocery              
553096,6.06E+11,sourdough rye thins,cheddar nut thin crackers,0.981113268,18219,Blue Diamond                  ,Packaged Grocery              
553096,6.06E+11,sourdough rye thins,crackers original sea salt,0.980850752,45243,Triscuit                      ,Packaged Grocery              
553066,7.22E+11,organic blood orange kombucha,organic chia raspberry kombucha,0.982444962,34864,GTs Kombucha                  ,Refrigerated                  
553066,7.22E+11,organic blood orange kombucha,organic gingerberry kombucha,0.981549028,52282,GTs Kombucha                  ,Refrigerated                  
553066,7.22E+11,organic blood orange kombucha,organic elderberry juniper kombucha,0.980806452,553068,GTs Kombucha                  ,Refrigerated                  
553066,7.22E+11,organic blood orange kombucha,organic peach paradise kombucha,0.980745691,105964,GTs Kombucha                  ,Refrigerated                  
553066,7.22E+11,organic blood orange kombucha,organic guava goddess kombucha,0.980655377,48139,GTs Kombucha                  ,Refrigerated                  
553066,7.22E+11,organic blood orange kombucha,organic watermelon wonder kombucha,0.980493794,46398,GTs Kombucha                  ,Refrigerated                  
553066,7.22E+11,organic blood orange kombucha,organic gingerade kombucha,0.978571514,45462,GTs Kombucha                  ,Refrigerated                  
553068,7.22E+11,organic elderberry juniper kombucha,organic chia raspberry kombucha,0.992861599,34864,GTs Kombucha                  ,Refrigerated                  
553068,7.22E+11,organic elderberry juniper kombucha,organic peach paradise kombucha,0.991144311,105964,GTs Kombucha                  ,Refrigerated                  
553068,7.22E+11,organic elderberry juniper kombucha,organic guava goddess kombucha,0.99105304,48139,GTs Kombucha                  ,Refrigerated                  
553068,7.22E+11,organic elderberry juniper kombucha,organic watermelon wonder kombucha,0.990889743,46398,GTs Kombucha                  ,Refrigerated                  
553068,7.22E+11,organic elderberry juniper kombucha,organic gingerberry kombucha,0.986602381,52282,GTs Kombucha                  ,Refrigerated                  
553068,7.22E+11,organic elderberry juniper kombucha,organic island bliss kombucha,0.986559539,214330,GTs Kombucha                  ,Refrigerated                  
553068,7.22E+11,organic elderberry juniper kombucha,organic mango kombucha,0.984875418,23454,GTs Kombucha                  ,Refrigerated                  
553069,7.22E+11,organic lemon berry kombucha,organic trilogy kombucha,0.985327477,45461,GTs Kombucha                  ,Refrigerated                  
553069,7.22E+11,organic lemon berry kombucha,organic gingerade kombucha,0.975822266,23526,GTs Kombucha                  ,Refrigerated                  
553069,7.22E+11,organic lemon berry kombucha,organic gingerade kombucha,0.975797154,45462,GTs Kombucha                  ,Refrigerated                  
553069,7.22E+11,organic lemon berry kombucha,organic gingerberry kombucha,0.975691073,52282,GTs Kombucha                  ,Refrigerated                  
553069,7.22E+11,organic lemon berry kombucha,organic trilogy kombucha,0.968627129,22826,GTs Kombucha                  ,Refrigerated                  
553069,7.22E+11,organic lemon berry kombucha,organic chia raspberry kombucha,0.968331975,34864,GTs Kombucha                  ,Refrigerated                  
553069,7.22E+11,organic lemon berry kombucha,organic mango kombucha,0.967783654,23454,GTs Kombucha                  ,Refrigerated                  
553067,1.91E+11,super basic oatmilk,protein oat milk unsweetened,0.981592583,49848,Califia Farms                 ,Refrigerated                  
553067,1.91E+11,super basic oatmilk,zero sugar oatmilk,0.980114644,105741,Califia Farms                 ,Refrigerated                  
553067,1.91E+11,super basic oatmilk,oatmilk vanilla og,0.97889909,70069,Rise Brewing Co               ,Packaged Grocery              
553067,1.91E+11,super basic oatmilk,oat milk original og,0.978566291,54758,Malk                          ,Refrigerated                  
553067,1.91E+11,super basic oatmilk,eggs organic,0.977389937,30034,Meadow Creek                  ,Refrigerated                  
553067,1.91E+11,super basic oatmilk,cashew-milk unsweetened og,0.976858586,44711,Forager                       ,Refrigerated                  
553067,1.91E+11,super basic oatmilk,whole milk,0.976681712,897400,Upstate Farms                 ,Refrigerated                  
553026,89836190796,cayenne pepper og,cayenne ground og,0.996101859,8774,Frontier Coop                 ,Packaged Grocery              
553026,89836190796,cayenne pepper og,organic crushed red pepper,0.990191434,848380,Field Day                     ,Packaged Grocery              
553026,89836190796,cayenne pepper og,organic basil,0.989205092,848381,Field Day                     ,Packaged Grocery              
553026,89836190796,cayenne pepper og,organic ginger root,0.988639902,55092,Frontier Coop                 ,Packaged Grocery              
553026,89836190796,cayenne pepper og,onion powder white og,0.988582341,8779,Frontier Coop                 ,Packaged Grocery              
553026,89836190796,cayenne pepper og,peppermint leaf og,0.98857399,133724,Frontier Coop                 ,Packaged Grocery              
553026,89836190796,cayenne pepper og,organic whole vanilla beans,0.988422719,452269,Simply Organic                ,Packaged Grocery              
553027,18627115052,organic autumn wheat cereal,grain free cocoa cereal,0.994432926,66344,Seven Sundays                 ,Packaged Grocery              
553027,18627115052,organic autumn wheat cereal,grain free berry cereal,0.993797202,66335,Seven Sundays                 ,Packaged Grocery              
553027,18627115052,organic autumn wheat cereal,shredded wheat cereal,0.993539213,57867,Barbaras Bakery               ,Packaged Grocery              
553027,18627115052,organic autumn wheat cereal,grain free cinnamon cereal,0.992601055,66304,Seven Sundays                 ,Packaged Grocery              
553027,18627115052,organic autumn wheat cereal,organic promise autumn wheat cereal,0.992485988,35046,Kashi                         ,Packaged Grocery              
553027,18627115052,organic autumn wheat cereal,raisin bran cereal,0.991200698,66331,Moms Best                     ,Packaged Grocery              
553027,18627115052,organic autumn wheat cereal,gluten free honey nut cereal,0.990921826,52817,Chex                          ,Packaged Grocery              
553098,7.18E+11,fresh mango body butter,cocoa butter cream,0.992557407,1318886,Cococare                      ,Body Care                     
553098,7.18E+11,fresh mango body butter,shea & jojoba body butter,0.992279964,520246,Desert Essence                ,Body Care                     
553098,7.18E+11,fresh mango body butter,lotion bar,0.991268241,134259,Avital's Apiaries             ,Body Care                     
553098,7.18E+11,fresh mango body butter,body lotion cbd,0.990876919,47162,Shikai                        ,Body Care                     
553098,7.18E+11,fresh mango body butter,lotion body unscented,0.990709338,59930,Oneka                         ,Body Care                     
553098,7.18E+11,fresh mango body butter,lotion hand body coconut lime,0.990411992,50809,Field Day                     ,Body Care                     
553098,7.18E+11,fresh mango body butter,coconut hand & body lotion,0.9902642,553052,Desert Essence                ,Body Care                     
520263,7.05E+11,recover-e cucumber eye pads,cocoa butter cream,0.96264571,1318886,Cococare                      ,Body Care                     
520263,7.05E+11,recover-e cucumber eye pads,lotion bar,0.962457535,134259,Avital's Apiaries             ,Body Care                     
520263,7.05E+11,recover-e cucumber eye pads,tampico skin brush,0.961455598,26078,Yerba Prima                   ,Body Care                     
520263,7.05E+11,recover-e cucumber eye pads,tampico skin brush,0.961455598,520015,Yerba Prima                   ,Body Care                     
520263,7.05E+11,recover-e cucumber eye pads,shave brush,0.961420454,315880,Rockwell Razors               ,Body Care                     
520263,7.05E+11,recover-e cucumber eye pads,lotion body unscented,0.961137071,59930,Oneka                         ,Body Care                     
520263,7.05E+11,recover-e cucumber eye pads,coconut hand & body lotion,0.960705221,553052,Desert Essence                ,Body Care                     
520260,6.67E+11,bilberry & artic berries eye treatment,lavender aloe lotion,0.975286461,417084,Everyone                      ,Body Care                     
520260,6.67E+11,bilberry & artic berries eye treatment,cocoa butter cream,0.972096532,1318886,Cococare                      ,Body Care                     
520260,6.67E+11,bilberry & artic berries eye treatment,lotion bar,0.971906509,134259,Avital's Apiaries             ,Body Care                     
520260,6.67E+11,bilberry & artic berries eye treatment,lotion body unscented,0.970568341,59930,Oneka                         ,Body Care                     
520260,6.67E+11,bilberry & artic berries eye treatment,lotion hand & body lemon,0.970488697,15379,Avalon Organics               ,Body Care                     
520260,6.67E+11,bilberry & artic berries eye treatment,coconut hand & body lotion,0.970132253,553052,Desert Essence                ,Body Care                     
520260,6.67E+11,bilberry & artic berries eye treatment,balm all purpose,0.970116968,59270,Avital's Apiaries             ,Body Care                     
553112,6.40E+11,pineapple chunks og,mango chunks og,0.997418222,47840,Sunbelt Organic               ,Grab & Go                     
553112,6.40E+11,pineapple chunks og,mixed berries og,0.994158121,553113,Sunbelt Organic               ,Grab & Go                     
553112,6.40E+11,pineapple chunks og,strawberries & kiwi og,0.99350848,553114,Sunbelt Organic               ,Grab & Go                     
553112,6.40E+11,pineapple chunks og,og dried mango,0.993123485,315988,Crespo                        ,Produce                       
553112,6.40E+11,pineapple chunks og,coconut chunks og,0.992028699,60094,Produce                       ,Produce                       
553112,6.40E+11,pineapple chunks og,organic lemongrass,0.991914476,35614,Produce                       ,Produce                       
553112,6.40E+11,pineapple chunks og,green bean og,0.991913284,133912,Produce                       ,Produce                       
553113,6.40E+11,mixed berries og,strawberries og,0.994731699,417237,Produce                       ,Produce                       
553113,6.40E+11,mixed berries og,blueberries,0.994274172,25036,Produce                       ,Produce                       
553113,6.40E+11,mixed berries og,blueberries,0.994274172,56649,Produce                       ,Produce                       
553113,6.40E+11,mixed berries og,mango chunks og,0.994271295,47840,Sunbelt Organic               ,Grab & Go                     
553113,6.40E+11,mixed berries og,cranberries,0.994254834,52038,Produce                       ,Produce                       
553113,6.40E+11,mixed berries og,pineapple chunks og,0.994158121,553112,Sunbelt Organic               ,Grab & Go                     
553113,6.40E+11,mixed berries og,raspberries,0.99413787,42386,Produce                       ,Produce                       
553114,6.40E+11,strawberries & kiwi og,strawberries og,0.994149746,417237,Produce                       ,Produce                       
553114,6.40E+11,strawberries & kiwi og,mixed berries og,0.993922265,553113,Sunbelt Organic               ,Grab & Go                     
553114,6.40E+11,strawberries & kiwi og,mango chunks og,0.99362158,47840,Sunbelt Organic               ,Grab & Go                     
553114,6.40E+11,strawberries & kiwi og,pineapple chunks og,0.99350848,553112,Sunbelt Organic               ,Grab & Go                     
553114,6.40E+11,strawberries & kiwi og,og dried mango,0.992887874,315988,Crespo                        ,Produce                       
553114,6.40E+11,strawberries & kiwi og,strawberries og,0.992662565,44652,Produce                       ,Produce                       
553114,6.40E+11,strawberries & kiwi og,organic strawberries,0.992410611,24752,Produce                       ,Produce                       
553115,9.80E+12,day trips around rochester ny,dog soap,0.981223054,520277,Impact Earth                  ,Mercantile                    
553115,9.80E+12,day trips around rochester ny,bracelet $7,0.981194812,60046,That's Dope Designs           ,Mercantile                    
553115,9.80E+12,day trips around rochester ny,bracelet $8,0.981194812,60048,That's Dope Designs           ,Mercantile                    
553115,9.80E+12,day trips around rochester ny,keychain $8,0.980904213,70112,That's Dope Designs           ,Mercantile                    
553115,9.80E+12,day trips around rochester ny,unsponge,0.980292662,520278,Impact Earth                  ,Mercantile                    
553115,9.80E+12,day trips around rochester ny,bracelet $10,0.979907257,60049,That's Dope Designs           ,Mercantile                    
553115,9.80E+12,day trips around rochester ny,bracelet $30,0.979710291,60050,That's Dope Designs           ,Mercantile                    
553116,9.78E+12,making stuff & doing things,sushi making kit,0.982951811,134359,Zulay                         ,Mercantile                    
553116,9.78E+12,making stuff & doing things,greeting card,0.982022686,46367,Tree Free Greetings           ,Mercantile                    
553116,9.78E+12,making stuff & doing things,greeting card,0.982022686,1161775,Tree Free Greetings           ,Mercantile                    
553116,9.78E+12,making stuff & doing things,greeting card,0.982022686,39705,Tree Free Greetings           ,Mercantile                    
553116,9.78E+12,making stuff & doing things,greeting card,0.982022686,68097,Tree Free Greetings           ,Mercantile                    
553116,9.78E+12,making stuff & doing things,card econote,0.98104197,57796,Tree Free Greetings           ,Mercantile                    
553116,9.78E+12,making stuff & doing things,cider,0.98062504,1018574,Martinelli's                  ,NEW ITEMS                     
553131,7.20E+11,cherry pie hard cider,black cherry hard cider,0.998042887,846359,1911 Established              ,Beer                          
553131,7.20E+11,cherry pie hard cider,dry hard cider,0.996544799,58626,RootStock Ciderworks          ,Beer                          
553131,7.20E+11,cherry pie hard cider,dry hard cider,0.996544799,519800,Clarksburg                    ,Beer                          
553131,7.20E+11,cherry pie hard cider,strawberry hard cider,0.996431468,69932,1911 Established              ,Beer                          
553131,7.20E+11,cherry pie hard cider,rose hard cider,0.99614223,66429,1911 Established              ,Beer                          
553131,7.20E+11,cherry pie hard cider,rose hard cider,0.99614223,486154,RootStock Ciderworks          ,Beer                          
553131,7.20E+11,cherry pie hard cider,sugar & spice hard cider,0.996045721,105853,Blue Barn Cidery              ,Beer                          
553132,88573331011,bock beer 6pk,bock,0.997773119,105939,Naked Dove                    ,Beer                          
553132,88573331011,bock beer 6pk,spring bock beer 12pk,0.995413692,105709,Genesee Brewing               ,Beer                          
553132,88573331011,bock beer 6pk,ipa 6pk,0.995089289,59147,Great Lakes Brewing Co        ,Beer                          
553132,88573331011,bock beer 6pk,ipa 6pk,0.995089289,134139,Clausthaler                   ,Beer                          
553132,88573331011,bock beer 6pk,white beer,0.994742832,42378,Allagash Brewing              ,Beer                          
553132,88573331011,bock beer 6pk,organic fresh cut beer 6pk,0.994396992,42951,Peak Organic Brewing Company  ,Beer                          
553132,88573331011,bock beer 6pk,hayburner beer 6pk,0.994143389,45255,Big Ditch                     ,Beer                          
553133,70310017876,mango peach beer 12pk,peach mango wheat beer,0.99790851,106196,Young Lion                    ,Beer                          
553133,70310017876,mango peach beer 12pk,beer 12pk,0.997326929,41559,Genesee Brewing               ,Beer                          
553133,70310017876,mango peach beer 12pk,mixed beer 12pk,0.996127886,106332,Big Ditch                     ,Beer                          
553133,70310017876,mango peach beer 12pk,light beer 12pk,0.995759895,44645,Genesee Brewing               ,Beer                          
553133,70310017876,mango peach beer 12pk,variety beer 12pk,0.995648455,66522,Zero Gravity                  ,Beer                          
553133,70310017876,mango peach beer 12pk,white beer,0.99504691,42378,Allagash Brewing              ,Beer                          
553133,70310017876,mango peach beer 12pk,hard ginger beer w/ mango,0.994762272,417308,Halyard                       ,Beer                          
553134,8.10E+11,roasted garlic chicken,teriyaki chicken,0.996217076,282044,Kevins Natural Food           ,Grab & Go                     
553134,8.10E+11,roasted garlic chicken,thai coconut chicken,0.995760093,282045,Kevins Natural Food           ,Grab & Go                     
553134,8.10E+11,roasted garlic chicken,grilled chicken breast,0.957008259,214492,Tru Grill                     ,Grab & Go                     
553134,8.10E+11,roasted garlic chicken,organic boneless skinless chicken breast,0.953152963,383058,Smart Chicken                 ,Meat                          
553134,8.10E+11,roasted garlic chicken,chicken alfredo,0.951630886,383121,Mama Mancini's                ,Grab & Go                     
553134,8.10E+11,roasted garlic chicken,chicken curry,0.951474131,34518,Cafe Spice                    ,Grab & Go                     
553134,8.10E+11,roasted garlic chicken,boneless skinless chicken breast fillet,0.951070434,59978,Smart Chicken                 ,Meat                          
553135,8.58E+11,gluten free pecan dandy bar,"pecan pie 10""",0.989311739,106325,Special Touch Bakery          ,Bakery                        
553135,8.58E+11,gluten free pecan dandy bar,"apple pie 4""",0.987751849,105999,Special Touch Bakery          ,Bakery                        
553135,8.58E+11,gluten free pecan dandy bar,"cherry pie 4""",0.987417617,105998,Special Touch Bakery          ,Bakery                        
553135,8.58E+11,gluten free pecan dandy bar,"chocolate cream pie 10""",0.987364852,106142,Special Touch Bakery          ,Bakery                        
553135,8.58E+11,gluten free pecan dandy bar,"sweet potato pie 10""",0.987339895,134122,Special Touch Bakery          ,Bakery                        
553135,8.58E+11,gluten free pecan dandy bar,"blueberry pie 4""",0.98732536,133787,Special Touch Bakery          ,Bakery                        
553135,8.58E+11,gluten free pecan dandy bar,"peach pie 4""",0.987076735,106144,Special Touch Bakery          ,Bakery                        
553136,8.53E+11,jalapeno cheddar bratwurst,jalapeno & cheddar bratwurst,0.995551609,585903,Stoltzfus Family Dairy        ,Meat                          
553136,8.53E+11,jalapeno cheddar bratwurst,jalapeno cheddar sausage,0.993799152,248324,Teton                         ,Meat                          
553136,8.53E+11,jalapeno cheddar bratwurst,bratwurst sausage,0.991832566,180046,Stoltzfus Family Dairy        ,Meat                          
553136,8.53E+11,jalapeno cheddar bratwurst,sausage pork cheddar,0.9886639,133988,North Country                 ,Meat                          
553136,8.53E+11,jalapeno cheddar bratwurst,cheddar chicken sausage,0.987662196,315564,Stoltzfus Family Dairy        ,Meat                          
553136,8.53E+11,jalapeno cheddar bratwurst,hardwood smoked sausage,0.987365744,315820,Teton                         ,Meat                          
553136,8.53E+11,jalapeno cheddar bratwurst,uncured polish sausage,0.986903834,281724,Teton                         ,Meat                          
553137,51494103524,women's multi vitamin 55+,women's daily vitamin,0.994529951,553183,Megafood                      ,Supplements                   
553137,51494103524,women's multi vitamin 55+,kids multi vitamin,0.994066654,553176,Megafood                      ,Supplements                   
553137,51494103524,women's multi vitamin 55+,men's multi vitamin,0.993375831,553138,Megafood                      ,Supplements                   
553137,51494103524,women's multi vitamin 55+,zinc,0.992031439,553181,Megafood                      ,Supplements                   
553137,51494103524,women's multi vitamin 55+,vitamin b complex,0.991946526,553177,Megafood                      ,Supplements                   
553137,51494103524,women's multi vitamin 55+,vitamin code mens multi,0.991723547,27074,Garden Of Life                ,Supplements                   
553137,51494103524,women's multi vitamin 55+,women's one multi-vitamin,0.991541596,519696,Rainbow Light                 ,Supplements                   
553138,51494103555,men's multi vitamin,men's daily vitamin,0.996896302,553179,Megafood                      ,Supplements                   
553138,51494103555,men's multi vitamin,kids multi vitamin,0.996431902,553176,Megafood                      ,Supplements                   
553138,51494103555,men's multi vitamin,active men’s multi vitamin,0.994443253,29376,Abundance Supplements         ,Supplements                   
553138,51494103555,men's multi vitamin,zinc,0.994391845,553181,Megafood                      ,Supplements                   
553138,51494103555,men's multi vitamin,vitamin b complex,0.99430673,553177,Megafood                      ,Supplements                   
553138,51494103555,men's multi vitamin,vitamin code mens multi,0.99408322,27074,Garden Of Life                ,Supplements                   
553138,51494103555,men's multi vitamin,men's multi vitamin 40+,0.993764918,315793,Abundance Supplements         ,Supplements                   
553139,8.60E+11,silver french press stainless steel,gold french press,0.992549932,417189,Pinky Up                      ,Mercantile                    
553139,8.60E+11,silver french press stainless steel,tea & coffee press,0.991209541,1029660,Down To Earth                 ,Mercantile                    
553139,8.60E+11,silver french press stainless steel,stainless steel thermometer,0.990685659,383079,Fino                          ,Mercantile                    
553139,8.60E+11,silver french press stainless steel,bowl stainless steel green,0.990359577,58923,New Wave Enviro Products      ,Mercantile                    
553139,8.60E+11,silver french press stainless steel,bowl stainless steel blue,0.989870297,58924,New Wave Enviro Products      ,Mercantile                    
553139,8.60E+11,silver french press stainless steel,stainless steel meat baller,0.989813752,553034,Harold's Kitchen              ,Mercantile                    
553139,8.60E+11,silver french press stainless steel,stainless steel straw + brush,0.989537594,69756,New Wave Enviro Products      ,Mercantile                    
553058,33674413104,calcium & magnesium supplement,calcium magnesium & vitamin d,0.995956442,553060,Nature's Way                  ,Supplements                   
553058,33674413104,calcium & magnesium supplement,raspberry magnesium supplement,0.995692743,520006,Natural Vitality              ,Supplements                   
553058,33674413104,calcium & magnesium supplement,vegan plant based calcium,0.995613059,553056,PlantFusion                   ,Supplements                   
553058,33674413104,calcium & magnesium supplement,flavored magnesium powder,0.993963833,666008,BIOptimizers                  ,Supplements                   
553058,33674413104,calcium & magnesium supplement,magnesium gel,0.993913287,214300,Mg                            ,Supplements                   
553058,33674413104,calcium & magnesium supplement,chelated magnesium supplement,0.993838277,520293,Abundance Supplements         ,Supplements                   
553058,33674413104,calcium & magnesium supplement,magnesium glycinate,0.993613854,553059,Now Foods                     ,Supplements                   
553057,11092100264,green papaya supplement,original papaya enzyme,0.995704512,520151,American Health               ,Supplements                   
553057,11092100264,green papaya supplement,yellow & black turmeric,0.993300642,1171855,Quality of Life               ,Supplements                   
553057,11092100264,green papaya supplement,glucose support,0.992759199,29420,Abundance Supplements         ,Supplements                   
553057,11092100264,green papaya supplement,vanilla plant protein,0.992542415,281744,Abundance Supplements         ,Supplements                   
553057,11092100264,green papaya supplement,serenelle,0.992502662,1171854,Quality of Life               ,Supplements                   
553057,11092100264,green papaya supplement,calcium & magnesium supplement,0.991596579,553058,Nature's Way                  ,Supplements                   
553057,11092100264,green papaya supplement,d-mannose,0.991232196,44598,ClearTract                    ,Supplements                   
553056,8.40E+11,vegan plant based calcium,calcium & magnesium supplement,0.995613059,553058,Nature's Way                  ,Supplements                   
553056,8.40E+11,vegan plant based calcium,plant-based vitamin c,0.992975886,452105,Global Healing                ,Supplements                   
553056,8.40E+11,vegan plant based calcium,calcium magnesium & vitamin d,0.992570517,553060,Nature's Way                  ,Supplements                   
553056,8.40E+11,vegan plant based calcium,raspberry magnesium supplement,0.99231523,520006,Natural Vitality              ,Supplements                   
553056,8.40E+11,vegan plant based calcium,easy iron supplement,0.99210486,520292,Abundance Supplements         ,Supplements                   
553056,8.40E+11,vegan plant based calcium,vanilla plant protein,0.991824061,281744,Abundance Supplements         ,Supplements                   
553056,8.40E+11,vegan plant based calcium,flavored magnesium powder,0.991278962,666008,BIOptimizers                  ,Supplements                   
553059,7.34E+11,magnesium glycinate,calcium & magnesium supplement,0.993613854,553058,Nature's Way                  ,Supplements                   
553059,7.34E+11,magnesium glycinate,vanilla plant protein,0.992415595,281744,Abundance Supplements         ,Supplements                   
553059,7.34E+11,magnesium glycinate,calcium magnesium & vitamin d,0.992019679,553060,Nature's Way                  ,Supplements                   
553059,7.34E+11,magnesium glycinate,flax oil,0.990446894,1029670,Abundance Supplements         ,Supplements                   
553059,7.34E+11,magnesium glycinate,magnesium glycinate 400mg,0.990364251,1318966,Carlson Labs                  ,Supplements                   
553059,7.34E+11,magnesium glycinate,zinc,0.989937848,553181,Megafood                      ,Supplements                   
553059,7.34E+11,magnesium glycinate,vision support,0.989742541,59033,Abundance Supplements         ,Supplements                   
553140,4.00E+12,nourishing night cream skin food,nourishing day cream,0.994475794,282090,Weleda                        ,Body Care                     
553140,4.00E+12,nourishing night cream skin food,brightening night cream,0.989743035,520182,Acure                         ,Body Care                     
553140,4.00E+12,nourishing night cream skin food,cocoa butter cream,0.989096176,1318886,Cococare                      ,Body Care                     
553140,4.00E+12,nourishing night cream skin food,nourishing oil-to-milk cleanser,0.988803671,553142,Weleda                        ,Body Care                     
553140,4.00E+12,nourishing night cream skin food,nourishing body lotion,0.988092904,106364,EO                            ,Body Care                     
553140,4.00E+12,nourishing night cream skin food,lotion bar,0.987557727,134259,Avital's Apiaries             ,Body Care                     
553140,4.00E+12,nourishing night cream skin food,shea & jojoba body butter,0.986660154,520246,Desert Essence                ,Body Care                     
553141,8.50E+11,bagel & schmear ipa,ipa,0.994222502,42188,Peak Organic Brewing Company  ,Beer                          
553141,8.50E+11,bagel & schmear ipa,ipa,0.994222502,41481,Southern Tier                 ,Beer                          
553141,8.50E+11,bagel & schmear ipa,ipa,0.994222502,45787,Swiftwater Brewing Co         ,Beer                          
553141,8.50E+11,bagel & schmear ipa,ipa,0.994222502,134138,Lagunitas Brewing Company     ,Beer                          
553141,8.50E+11,bagel & schmear ipa,ipa,0.994222502,134215,Southern Tier                 ,Beer                          
553141,8.50E+11,bagel & schmear ipa,ipa 4pk,0.992846727,45333,Young Lion                    ,Beer                          
553141,8.50E+11,bagel & schmear ipa,grapefruit ipa,0.992744285,61379,Ghostfish                     ,Beer                          
553142,4.00E+12,nourishing oil-to-milk cleanser,cocoa butter cream,0.99109838,1318886,Cococare                      ,Body Care                     
553142,4.00E+12,nourishing oil-to-milk cleanser,lotion bar,0.990904642,134259,Avital's Apiaries             ,Body Care                     
553142,4.00E+12,nourishing oil-to-milk cleanser,nourishing body lotion,0.990892045,106364,EO                            ,Body Care                     
553142,4.00E+12,nourishing oil-to-milk cleanser,nourishing day cream,0.990491051,282090,Weleda                        ,Body Care                     
553142,4.00E+12,nourishing oil-to-milk cleanser,nourishing night cream skin food,0.990122425,282089,Weleda                        ,Body Care                     
553142,4.00E+12,nourishing oil-to-milk cleanser,lavender aloe lotion,0.989988161,417084,Everyone                      ,Body Care                     
553142,4.00E+12,nourishing oil-to-milk cleanser,lotion body unscented,0.989540317,59930,Oneka                         ,Body Care                     
553052,7.18E+11,coconut hand & body lotion,lotion hand body coconut lime,0.997657742,50809,Field Day                     ,Body Care                     
553052,7.18E+11,coconut hand & body lotion,lotion bar,0.996855135,134259,Avital's Apiaries             ,Body Care                     
553052,7.18E+11,coconut hand & body lotion,lotion body unscented,0.996265191,59930,Oneka                         ,Body Care                     
553052,7.18E+11,coconut hand & body lotion,lotion hand body fragrance free,0.996018154,50811,Field Day                     ,Body Care                     
553052,7.18E+11,coconut hand & body lotion,lotion hand body citrus thyme,0.995640164,50823,Field Day                     ,Body Care                     
553052,7.18E+11,coconut hand & body lotion,body lotion grapefruit,0.99516995,33326,Griffin Remedy                ,Body Care                     
553052,7.18E+11,coconut hand & body lotion,cbd hand & body lotion 1000,0.995149654,134147,Merry Hempsters               ,Body Care                     
553143,6.34E+11,daily sunscreen spf30,sunscreen kids spf 40,0.962155548,55051,Badger                        ,Body Care                     
553143,6.34E+11,daily sunscreen spf30,zinc oxide sunscreen,0.962091317,282063,Mad Hippie                    ,Body Care                     
553143,6.34E+11,daily sunscreen spf30,sunscreen tin sport spf40,0.960198734,69922,Badger                        ,Body Care                     
553143,6.34E+11,daily sunscreen spf30,sunscreen cream spf 30 unscent,0.959845379,47051,Badger                        ,Body Care                     
553143,6.34E+11,daily sunscreen spf30,sunscreen clear zing spf40,0.959475406,66203,Badger                        ,Body Care                     
553143,6.34E+11,daily sunscreen spf30,sport sunscreen balm,0.959133616,586150,Stream2Sea                    ,Body Care                     
553143,6.34E+11,daily sunscreen spf30,sunscreen sport spf50,0.958711452,553144,Badger                        ,Body Care                     
553144,6.34E+11,sunscreen sport spf50,sunscreen tin sport spf40,0.969759959,69922,Badger                        ,Body Care                     
553144,6.34E+11,sunscreen sport spf50,sunscreen kids spf 40,0.967300451,55051,Badger                        ,Body Care                     
553144,6.34E+11,sunscreen sport spf50,sport sunscreen balm,0.967257498,586150,Stream2Sea                    ,Body Care                     
553144,6.34E+11,sunscreen sport spf50,zinc oxide sunscreen,0.96579775,282063,Mad Hippie                    ,Body Care                     
553144,6.34E+11,sunscreen sport spf50,sunscreen cream spf 30 unscent,0.964977929,47051,Badger                        ,Body Care                     
553144,6.34E+11,sunscreen sport spf50,sunscreen clear zing spf40,0.964605977,66203,Badger                        ,Body Care                     
553144,6.34E+11,sunscreen sport spf50,sunscreen min crm baby spf40,0.963324245,69921,Badger                        ,Body Care                     
553146,97137353277,fettuccine chicken alfredo,chicken alfredo,0.996516433,452276,Blount                        ,Grab & Go                     
553146,97137353277,fettuccine chicken alfredo,chicken alfredo,0.993730444,383121,Mama Mancini's                ,Grab & Go                     
